tract_geoid,urban_tract,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,food_desert_1_10,food_desert_half_10,LILATracts_1And20,food_desert_vehicle,HUNVFlag,low_income_tract,atlas_poverty_rate,atlas_median_income,LA1and10,LAhalfand10,LA1and20,low_access_pop,LAPOP05_10,low_access_low_income_pop,LALOWI05_10,tract_code
42083420800,0,1583,0,255,6.3056379821958455,0,0,0,0,0,1,15.1098174120138,59500.0,0,0,0,68.9154613276496,68.9154613276496,22.5753231751469,22.5753231751469,420800
42083420900,0,967,0,0,0.0,0,0,0,0,0,1,14.6672914714152,56923.0,0,0,0,12.8586219945573,12.8586219945573,5.03575045568869,5.03575045568869,420900
42083421000,0,1616,0,2339,39.12679826028772,0,0,0,0,0,0,7.1530758226037205,60920.0,0,0,0,90.920579751788,90.920579751788,26.8339035567401,26.8339035567401,421000
42083421100,0,1554,0,118,3.311815885489756,0,0,0,1,1,1,23.7745098039216,54750.0,0,0,0,29.5837042239448,29.5837042239448,8.57728875904386,8.57728875904386,421100
42083421200,1,989,0,2,0.0836820083682008,0,0,0,0,0,0,8.94235133908307,68458.0,1,1,1,918.999000775919,1907.69364295836,218.246524753019,521.312187723901,421200
42121200000,0,1439,0,0,0.0,0,0,0,0,0,1,12.3543838136113,54821.0,0,0,0,5.60511332345777,5.60511332345777,1.87025452501257,1.87025452501257,200000
42121200100,0,1628,0,0,0.0,0,0,0,0,0,0,9.71627408993576,64132.0,0,0,0,1.84165246039629,1.84165246039629,0.695735398679972,0.695735398679972,200100
42121200200,0,2249,0,431,7.392795883361922,0,0,0,0,0,0,10.5113130233387,64727.0,0,0,0,,,,,200200
42121200300,1,725,0,98,5.533596837944664,0,1,0,0,0,1,16.856187290969903,44526.0,0,1,0,0.48893803358078,570.369727611542,0.281252562999725,327.533287187107,200300
42121200400,1,1124,0,30,1.2998266897746966,1,1,1,0,0,1,17.3539518900344,52279.0,1,1,1,741.664688742021,1160.65552338981,224.656703686167,370.051253630139,200400
42121200500,1,1025,0,131,5.312246553122465,0,1,0,0,0,1,20.3381869422264,52466.0,0,1,0,39.6328410506248,797.117686986923,12.3745208978653,274.46970897913,200500
42121200600,0,2161,0,151,2.852285606346808,0,0,0,0,0,1,10.7460219053523,56479.0,0,0,0,,,,,200600
42121200700,1,904,0,110,4.997728305315766,0,1,0,1,1,1,36.1670761670762,29732.0,0,1,0,164.195531804115,1741.01923053118,105.845053317957,1158.11839483825,200700
