Content.Agency Name,Content.Agency Ref,Content.Effective Date,Content.Value,Content.County ,Content.Statistic Name,Content.Statistic Group ,Name
Cranberry Jr/Sr High School - SCHOOL PANTRY ,09790,08/31/2024,5,VENANGO,D. Number of Unique Children (0 - 17 years),School Pantry,Table2
Cranberry Jr/Sr High School - SCHOOL PANTRY ,09790,08/31/2024,11,VENANGO,I. Combined Total Children (0 - 17 years),School Pantry,Table2
BP - St Marys Elementary - SHBP,02086,08/31/2024,25,ELK,D. Number of Unique Children (0 - 17 years),BackPacks,Table2
BP - St Marys Elementary - SHBP,02086,08/31/2024,100,ELK,I. Combined Total Children (0 - 17 years),BackPacks,Table2
BP - DuBois Area Middle School - SHBP ,02094,08/31/2024,47,CLEARFIELD,D. Number of Unique Children (0 - 17 years),BackPacks,Table2
BP - DuBois Area Middle School - SHBP ,02094,08/31/2024,141,CLEARFIELD,I. Combined Total Children (0 - 17 years),BackPacks,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,55,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,38,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,41,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,17,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,13,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,71,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,5,ERIE,L. Total New Households,Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,13,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table2
St Paul Roman Catholic Church - FP,01105,08/31/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
Emmanuel Church of the Nazarene - SK,03583,08/31/2024,220,CLEARFIELD,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table2
Supportive Living Services - Group Home,04456,08/31/2024,558,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table2
Supportive Living Services - Group Home,04456,08/31/2024,6,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table2
Franklin - Military Share,10095,08/31/2024,155,VENANGO,B. Number of Unique Households,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,118,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,50,VENANGO,D. Number of Unique Children (0 - 17 years),Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,179,VENANGO,E. Number of Unique Seniors (60+ years),Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,347,VENANGO,F. Number of Unique Individuals,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,155,VENANGO,G. Combined Total Number of Households,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,118,VENANGO,H. Combined Total Adults (18 - 59 years),Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,50,VENANGO,I. Combined Total Children (0 - 17 years),Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,179,VENANGO,J. Combined Total Seniors (60+ years),Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,347,VENANGO,K. Combined Total Number of Individuals,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,31,VENANGO,L. Total New Households,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,63,VENANGO,M. Total New Individuals,Produce Express,Table2
Franklin - Military Share,10095,08/31/2024,1,VENANGO,A. Number of Distributions,Produce Express,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,88,ERIE,B. Number of Unique Households,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,95,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,53,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,55,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,206,ERIE,F. Number of Unique Individuals,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,88,ERIE,G. Combined Total Number of Households,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,95,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,53,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,55,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,206,ERIE,K. Combined Total Number of Individuals,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,15,ERIE,L. Total New Households,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,38,ERIE,M. Total New Individuals,Food Pantry/No TEFAP,Table2
St Vincent Healthy Food Center -FP,01697,08/31/2024,12,ERIE,A. Number of Distributions,Food Pantry/No TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,906,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,1268,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,1262,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,352,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,2882,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,2882,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,1268,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,1262,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,352,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,2882,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,327,ERIE,L. Total New Households,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,1075,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table2
St Martin Center - FP,01101,08/31/2024,22,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,478,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,641,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,535,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,208,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,1384,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,1515,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,1788,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,1394,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,770,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,4278,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,106,ERIE,L. Total New Households,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,326,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table2
Emmaus Ministries - FP,01031,08/31/2024,8,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
Community of Caring- SH,03020,08/31/2024,2105,ERIE,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,242,VENANGO,B. Number of Unique Households,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,261,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,211,VENANGO,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,164,VENANGO,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,636,VENANGO,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,379,VENANGO,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,367,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,290,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,290,VENANGO,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,947,VENANGO,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,42,VENANGO,L. Total New Households,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,119,VENANGO,M. Total New Individuals,Food Pantry/TEFAP,Table2
OIL CITY COMMUNITY SERVICES OF VENANGO,01026,08/31/2024,22,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table2
Keystone Smiles Learning Center - O.S.N.E. -At Risk School,04515,08/31/2024,4666,CLARION,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table2
Keystone Smiles Learning Center - O.S.N.E. -At Risk School,04515,08/31/2024,270,CLARION,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table2
Order Ahead - SHFB,1001337,08/31/2024,12,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,23,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,4,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,35,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,23,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,24,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,8,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,58,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
Order Ahead - SHFB,1001337,08/31/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
Mercy Market- Mercyhurst University,01819,08/31/2024,5,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/No TEFAP,Table2
Mercy Market- Mercyhurst University,01819,08/31/2024,65,ERIE,A. Number of Distributions,Food Pantry/No TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,107,VENANGO,B. Number of Unique Households,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,110,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,98,VENANGO,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,62,VENANGO,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,270,VENANGO,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,170,VENANGO,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,179,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,152,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,105,VENANGO,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,436,VENANGO,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,11,VENANGO,L. Total New Households,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,26,VENANGO,M. Total New Individuals,Food Pantry/TEFAP,Table2
ROCKY GROVE COMMUNITY SERVICES OF VENANGO,01617,08/31/2024,8,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,503,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,655,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,445,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,274,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,1374,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,503,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,655,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,445,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,274,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,374,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,242,ERIE,L. Total New Households,Food Pantry/TEFAP,Table2
Salvation Army Social Services,01039,08/31/2024,9,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
St Joseph Church - SK,03498,08/31/2024,751,WARREN,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table2
Community of Caring - FP,01021,08/31/2024,71,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,68,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,50,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table2
BP - Asbury Elementary - SHBP ,02087,08/31/2024,3,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table2
BP - Asbury Elementary - SHBP ,02087,08/31/2024,9,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table2
BP - Tracy Elementary - SHBP,02078,08/31/2024,15,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table2
BP - Tracy Elementary - SHBP,02078,08/31/2024,45,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table2
BP - Fox Township Elementary - SHBP,02090,08/31/2024,20,ELK,D. Number of Unique Children (0 - 17 years),BackPacks,Table2
BP - Fox Township Elementary - SHBP,02090,08/31/2024,60,ELK,I. Combined Total Children (0 - 17 years),BackPacks,Table2
Community of Caring - FP,01021,08/31/2024,33,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,151,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,224,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,188,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,155,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,114,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,457,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,1,ERIE,L. Total New Households,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,1,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table2
Community of Caring - FP,01021,08/31/2024,9,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table2
Iroquois High School - SCHOOL PANTRY ,09757,08/31/2024,45,ERIE,D. Number of Unique Children (0 - 17 years),School Pantry,Table2
Iroquois High School - SCHOOL PANTRY ,09757,08/31/2024,135,ERIE,I. Combined Total Children (0 - 17 years),School Pantry,Table2
Warren First Methodist Church,03611,08/31/2024,385,WARREN,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table2
Door Dash - SHFB,10715,09/30/2024,68,ERIE,B. Number of Unique Households,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,69,ERIE,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,16,ERIE,D. Number of Unique Children (0 - 17 years),Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,19,ERIE,E. Number of Unique Seniors (60+ years),Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,104,ERIE,F. Number of Unique Individuals,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,121,ERIE,G. Combined Total Number of Households,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,122,ERIE,H. Combined Total Adults (18 - 59 years),Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,31,ERIE,I. Combined Total Children (0 - 17 years),Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,36,ERIE,J. Combined Total Seniors (60+ years),Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,189,ERIE,K. Combined Total Number of Individuals,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,16,ERIE,L. Total New Households,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,20,ERIE,M. Total New Individuals,Produce Express,Table3
Door Dash - SHFB,10715,09/30/2024,2,ERIE,A. Number of Distributions,Produce Express,Table3
St George Church - FP,01096,09/30/2024,54,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,68,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,63,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,29,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,160,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,105,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,130,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,116,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,57,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,303,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
St George Church - FP,01096,09/30/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,96,CLARION,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,108,CLARION,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,53,CLARION,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,51,CLARION,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,212,CLARION,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,96,CLARION,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,108,CLARION,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,83,CLARION,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,51,CLARION,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,212,CLARION,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,96,CLARION,L. Total New Households,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,18,CLARION,M. Total New Individuals,Food Pantry/TEFAP,Table3
Clarion First United Methodist Church - FP,01671,09/30/2024,1,CLARION,A. Number of Distributions,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,7,MCKEAN,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,11,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,5,MCKEAN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,2,MCKEAN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,18,MCKEAN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,7,MCKEAN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,11,MCKEAN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,4,MCKEAN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,2,MCKEAN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,18,MCKEAN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Mount Jewett Hunger Project,01814,09/30/2024,1,MCKEAN,A. Number of Distributions,Food Pantry/TEFAP,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,108,ERIE,B. Number of Unique Households,Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,188,ERIE,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,123,ERIE,D. Number of Unique Children (0 - 17 years),Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,311,ERIE,F. Number of Unique Individuals,Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,108,ERIE,G. Combined Total Number of Households,Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,188,ERIE,H. Combined Total Adults (18 - 59 years),Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,123,ERIE,I. Combined Total Children (0 - 17 years),Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,311,ERIE,K. Combined Total Number of Individuals,Produce Express,Table3
John Horan Garden Apartments - SHFB MOBILE,10708,09/30/2024,1,ERIE,A. Number of Distributions,Produce Express,Table3
Cornerstone Church of God - FP,01651,09/30/2024,16,CLARION,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,23,CLARION,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,32,CLARION,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,6,CLARION,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,61,CLARION,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,16,CLARION,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,23,CLARION,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,32,CLARION,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,6,CLARION,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,61,CLARION,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Cornerstone Church of God - FP,01651,09/30/2024,1,CLARION,A. Number of Distributions,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,14,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,23,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,4,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,1,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,28,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
