Content.Agency Name,Content.Agency Ref,Content.Effective Date,Content.Value,Content.County ,Content.Statistic Name,Content.Statistic Group ,Name
First Presbyterian Church of Clarion - FP,01699,05/31/2025,14,CLARION,L. Total New Households,Food Pantry/TEFAP,Table11
First Presbyterian Church of Clarion - FP,01699,05/31/2025,30,CLARION,M. Total New Individuals,Food Pantry/TEFAP,Table11
First Presbyterian Church of Clarion - FP,01699,05/31/2025,1,CLARION,A. Number of Distributions,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,15,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,5,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,18,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,23,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,15,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,5,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,18,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,23,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table11
Union City Full Gospel Church - FP,01599,05/31/2025,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table11
BP - Victory Elementary - SHBP,02109,05/31/2025,28,VENANGO,D. Number of Unique Children (0 - 17 years),BackPacks,Table11
BP - Victory Elementary - SHBP,02109,05/31/2025,112,VENANGO,I. Combined Total Children (0 - 17 years),BackPacks,Table11
BP - Grandview Elementary - SHBP,02053,05/31/2025,35,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table11
BP - Grandview Elementary - SHBP,02053,05/31/2025,140,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table11
BP - Tracy Elementary - SHBP,02078,05/31/2025,60,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table11
BP - Tracy Elementary - SHBP,02078,05/31/2025,228,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table11
Islamic Association of Erie - FP,01782,05/31/2025,160,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table11
Islamic Association of Erie - FP,01782,05/31/2025,1991,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
Islamic Association of Erie - FP,01782,05/31/2025,678,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table11
Islamic Association of Erie - FP,01782,05/31/2025,73,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
Islamic Association of Erie - FP,01782,05/31/2025,2742,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,1308,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,1141,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,1544,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,1293,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,480,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,3456,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,44,ERIE,L. Total New Households,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,139,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table11
Emmaus Ministries - FP,01031,05/31/2025,6,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,27,CRAWFORD,B. Number of Unique Households,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,31,CRAWFORD,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,20,CRAWFORD,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,17,CRAWFORD,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,66,CRAWFORD,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,27,CRAWFORD,G. Combined Total Number of Households,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,31,CRAWFORD,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,20,CRAWFORD,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,17,CRAWFORD,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,68,CRAWFORD,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,5,CRAWFORD,L. Total New Households,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,9,CRAWFORD,M. Total New Individuals,Food Pantry/TEFAP,Table11
United Faith Fellowship COG - FP,01570,05/31/2025,1,CRAWFORD,A. Number of Distributions,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,128,MCKEAN,B. Number of Unique Households,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,133,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,69,MCKEAN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,75,MCKEAN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,277,MCKEAN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,10,MCKEAN,L. Total New Households,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,20,MCKEAN,M. Total New Individuals,Food Pantry/TEFAP,Table11
Kane Area - FP,01598,05/31/2025,1,MCKEAN,A. Number of Distributions,Food Pantry/TEFAP,Table11
Victory Family Church- FP,01607,05/31/2025,378,CRAWFORD,B. Number of Unique Households,Food Pantry/TEFAP,Table11
Victory Family Church- FP,01607,05/31/2025,451,CRAWFORD,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
Women's Care Center- Downtown Office,05245,05/31/2025,70,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table11
Women's Care Center- Downtown Office,05245,05/31/2025,20,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table11
St Patrick Church - FP,01534,05/31/2025,104,VENANGO,B. Number of Unique Households,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,102,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,41,VENANGO,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,75,VENANGO,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,218,VENANGO,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,104,VENANGO,G. Combined Total Number of Households,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,102,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,41,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,75,VENANGO,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,218,VENANGO,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,8,VENANGO,L. Total New Households,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,26,VENANGO,M. Total New Individuals,Food Pantry/TEFAP,Table11
St Patrick Church - FP,01534,05/31/2025,1,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table11
BP - Northwestern Elementary - SHBP,02100,05/31/2025,62,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table11
BP - Northwestern Elementary - SHBP,02100,05/31/2025,248,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,34,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,47,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,63,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,10,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,120,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,44,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,55,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,78,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,11,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table11
Cornerstone Erie Liberty Community Church - FP,01696,05/31/2025,144,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table11
