name,address,county,state,zip,lat,lon,category,tier,store_type_raw,authorization_date,geocode_source
Dollar Tree 6152,954 E 26th St,ERIE,PA,16504,42.12001,-80.05174,Full-Service,specialty,Combination Grocery/Other,1/14/2016,usda_historical_2005_2025
Dollar Tree 7289,206 W Broadway,ERIE,PA,16412,41.88121,-80.15548,Full-Service,specialty,Combination Grocery/Other,7/7/2017,usda_historical_2005_2025
DOLLARTREE 8540,4234 W Ridge Rd,ERIE,PA,16506,42.07744,-80.17086,Full-Service,specialty,Combination Grocery/Other,10/8/2021,usda_historical_2005_2025
DOLLARTREE 10289,1520 W 26th St,ERIE,PA,16508,42.1011,-80.10478,Full-Service,specialty,Combination Grocery/Other,8/26/2025,usda_historical_2005_2025
DOLLARTREE 10322,2070 Interchange Rd.,ERIE,PA,16565,42.06551,-80.10049,Full-Service,specialty,Combination Grocery/Other,11/18/2025,usda_historical_2005_2025
East Avenue Speed Check,1001 East Ave,ERIE,PA,16503,42.13349,-80.06021,Convenience & Fuel,convenience,Convenience Store,3/23/2017,usda_historical_2005_2025
East Lake Speed Check 2,1150 E Lake Rd,ERIE,PA,16507,42.13977,-80.05927,Convenience & Fuel,convenience,Convenience Store,6/18/2020,usda_historical_2005_2025
"Edinboro Market, Inc.",109 Erie St,ERIE,PA,16412,41.87471,-80.13259,Full-Service,specialty,Small Grocery Store,9/27/2021,usda_historical_2005_2025
Edinboro Standalone Supermarket 2470,606 Erie St,ERIE,PA,16412,41.88895,-80.12645,Full-Service,standard,Super Store,4/10/2006,usda_historical_2005_2025
Erie Convenaice Store Llc,363 W 4th St,ERIE,PA,16507,42.12822,-80.09483,Convenience & Fuel,convenience,Convenience Store,2/20/2025,usda_historical_2005_2025
Europa Delicatessen,2404 Peach St,ERIE,PA,16502,42.11289,-80.07628,Full-Service,specialty,Combination Grocery/Other,3/3/2008,usda_historical_2005_2025
Fadak International Food Market,2601 Parade St,ERIE,PA,16504,42.11507,-80.06471,Full-Service,specialty,Combination Grocery/Other,7/22/2020,usda_historical_2005_2025
Family Dollar 8316,2184 W 12th St,ERIE,PA,16505,42.10543,-80.13051,Full-Service,specialty,Combination Grocery/Other,4/29/2010,usda_historical_2005_2025
Family Dollar 11810,450 W 8th St,ERIE,PA,16502,42.12368,-80.09434,Full-Service,specialty,Combination Grocery/Other,7/21/2016,usda_historical_2005_2025
Family Dollar Store 1780,155 E 12th St,ERIE,PA,16501,42.12478,-80.07764,Full-Service,specialty,Combination Grocery/Other,6/3/2009,usda_historical_2005_2025
Family Dollar Store 1760,2226 Broad St,ERIE,PA,16503,42.12535,-80.04449,Full-Service,specialty,Combination Grocery/Other,6/3/2009,usda_historical_2005_2025
Family Dollar Store 2784,370 W Columbus Ave,ERIE,PA,16407,41.93393,-79.65435,Full-Service,specialty,Combination Grocery/Other,6/11/2009,usda_historical_2005_2025
Family Dollar Store 2894,149 W Main St,ERIE,PA,16428,42.21277,-79.84419,Full-Service,specialty,Combination Grocery/Other,6/11/2009,usda_historical_2005_2025
Family Dollar Store 3529,1530 W 26th St,ERIE,PA,16508,42.09997,-80.10753,Full-Service,specialty,Combination Grocery/Other,6/12/2009,usda_historical_2005_2025
Family Dollar Store 5910,2307 State St,ERIE,PA,16503,42.1144,-80.07481,Full-Service,specialty,Combination Grocery/Other,6/13/2009,usda_historical_2005_2025
Fresh Asian Minimart Llc 1,837 W 38th St,ERIE,PA,16508,42.09535,-80.08517,Full-Service,standard,Medium Grocery Store,2/21/2020,usda_historical_2005_2025
Galaxy Food Mart,1001 State St,ERIE,PA,16501,42.12544,-80.08205,Convenience & Fuel,convenience,Convenience Store,8/24/2021,usda_historical_2005_2025
Galaxy Food Mart 2,1010 State St,ERIE,PA,16501,42.12504,-80.08272,Convenience & Fuel,convenience,Convenience Store,4/10/2023,usda_historical_2005_2025
Garys Variety,2521 Buffalo Rd,ERIE,PA,16510,42.13734,-80.0215,Convenience & Fuel,convenience,Convenience Store,5/8/2018,usda_historical_2005_2025
GetGo,4307 Buffalo Road,ERIE,PA,16510,42.14513,-80.00407,Convenience & Fuel,convenience,Convenience Store,6/24/2025,usda_historical_2005_2025
GetGo 3050,8300 W Ridge Rd,ERIE,PA,16417,42.0223,-80.27379,Convenience & Fuel,convenience,Convenience Store,6/24/2025,usda_historical_2005_2025
GetGo 3090,6005 Knowledge Pkwy,ERIE,PA,16510,42.11864,-79.96571,Convenience & Fuel,convenience,Convenience Store,6/24/2025,usda_historical_2005_2025
GetGo 3202,1655 W Bayfront Pkwy,ERIE,PA,16501,42.11098,-80.1187,Convenience & Fuel,convenience,Convenience Store,6/30/2025,usda_historical_2005_2025
GetGo 3237,6400 Peach St,ERIE,PA,16509,42.05906,-80.09335,Convenience & Fuel,convenience,Convenience Store,6/30/2025,usda_historical_2005_2025
Ggs Management Inc,1505 Buffalo Rd,ERIE,PA,16510,42.12915,-80.04238,Convenience & Fuel,convenience,Convenience Store,7/25/2023,usda_historical_2005_2025
Giant Eagle 4050,9125 W Ridge Rd,ERIE,PA,16417,42.00966,-80.30242,Full-Service,standard,Super Store,11/18/1982,usda_historical_2005_2025
Giant Eagle 4038,4265 Buffalo Rd,ERIE,PA,16510,42.14367,-80.00419,Full-Service,standard,Super Store,11/19/1982,usda_historical_2005_2025
Giant Eagle 4093,2501 W  12th St,ERIE,PA,16505,42.10294,-80.13697,Full-Service,standard,Super Store,4/26/1992,usda_historical_2005_2025
Giant Eagle 4237,2067 Interchange Rd,ERIE,PA,16509,42.06472,-80.10171,Full-Service,standard,Super Store,3/8/2017,usda_historical_2005_2025
Gordon Food Service Store MP120,6740 Peach St,ERIE,PA,16509,42.05636,-80.09114,Full-Service,standard,Supermarket,8/23/2005,usda_historical_2005_2025
Gordon's Butcher & Market,4815 Peach St,ERIE,PA,16509,42.08284,-80.08886,Full-Service,standard,Supermarket,12/8/2025,usda_historical_2005_2025
Harborcreek Shurfine Marketplace,6992 Buffalo Rd,ERIE,PA,16421,42.17123,-79.94804,Full-Service,standard,Medium Grocery Store,6/28/2004,usda_historical_2005_2025
Herb And Honey Bakery,310 E 24th St,ERIE,PA,16503,42.11637,-80.06828,Full-Service,specialty,Bakery Specialty,11/30/2022,usda_historical_2005_2025
Himalayan Groceries Llc,418 E 21st St,ERIE,PA,16503,42.11977,-80.06718,Full-Service,standard,Medium Grocery Store,9/13/2022,usda_historical_2005_2025
International Bazaar,3305 Liberty St,ERIE,PA,16508,42.09997,-80.08627,Full-Service,specialty,Combination Grocery/Other,6/10/2024,usda_historical_2005_2025
Kamana Asian Foodmart Llc,1230 French St,ERIE,PA,16501,42.12337,-80.07955,Full-Service,standard,Medium Grocery Store,7/2/2019,usda_historical_2005_2025
KANG FUEL FOOD MART INC,605 Parade St,ERIE,PA,16503,42.13233,-80.07639,Convenience & Fuel,convenience,Convenience Store,3/15/2005,usda_historical_2005_2025
Kaze International Market Llc,813 East Ave,ERIE,PA,16503,42.13539,-80.06115,Full-Service,specialty,Small Grocery Store,12/27/2023,usda_historical_2005_2025
Kelley's Korner Market,3502 Station Rd,ERIE,PA,16510,42.13348,-80.00191,Convenience & Fuel,convenience,Convenience Store,8/12/2022,usda_historical_2005_2025
Kt Mart,351 W 26th St,ERIE,PA,16508,42.10874,-80.0814,Convenience & Fuel,convenience,Convenience Store,3/3/2023,usda_historical_2005_2025
Kwik Fill 165,271 Main St W,ERIE,PA,16417,41.9991,-80.31953,Convenience & Fuel,convenience,Convenience Store,7/11/1994,usda_historical_2005_2025
Kwik Fill 164,82 E Main St,ERIE,PA,16428,42.21735,-79.82986,Convenience & Fuel,convenience,Convenience Store,7/11/1994,usda_historical_2005_2025
Kwik Fill 197,3 Titusville Rd,ERIE,PA,16438,41.88445,-79.84263,Convenience & Fuel,convenience,Convenience Store,10/30/2018,usda_historical_2005_2025
Kwik Fill 376,10 E Columbus Ave,ERIE,PA,16407,41.93646,-79.64076,Convenience & Fuel,convenience,Convenience Store,10/30/2018,usda_historical_2005_2025
Kwik Fill 157,1588 E 38th St,ERIE,PA,16510,42.11482,-80.03265,Convenience & Fuel,convenience,Convenience Store,10/30/2018,usda_historical_2005_2025
Kwik Fill 154,1101 E Lake Rd,ERIE,PA,16507,42.1388,-80.06104,Convenience & Fuel,convenience,Convenience Store,11/1/2018,usda_historical_2005_2025
Kwik Fill 163,169 S Lake St,ERIE,PA,16428,42.20785,-79.83753,Convenience & Fuel,convenience,Convenience Store,11/1/2018,usda_historical_2005_2025
Kwik Fill 228,12201 E Main Rd,ERIE,PA,16428,42.23192,-79.78382,Convenience & Fuel,convenience,Convenience Store,11/1/2018,usda_historical_2005_2025
Kwik Fill 162,3360 W 38th St,ERIE,PA,16506,42.07399,-80.14309,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 150,7600 Peach St,ERIE,PA,16509,42.05176,-80.08401,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 151,1603 W 26th St,ERIE,PA,16508,42.09894,-80.1086,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 317,4702 W Ridge Rd,ERIE,PA,16506,42.07178,-80.18242,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 384,3745 McClelland Ave,ERIE,PA,16510,42.12099,-80.01675,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 159,6707 Buffalo Rd,ERIE,PA,16421,42.16866,-79.95224,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Larkin's Market,263 E 22nd St,ERIE,PA,16503,42.11731,-80.06973,Convenience & Fuel,convenience,Convenience Store,7/30/2024,usda_historical_2005_2025
Larry's Central Market,1626 Sassafras St,ERIE,PA,16502,42.118,-80.0823,Full-Service,standard,Medium Grocery Store,2/6/2018,usda_historical_2005_2025
Lawrence Park & Go,4216 Main St,ERIE,PA,16511,42.15149,-80.01238,Convenience & Fuel,convenience,Convenience Store,7/23/2019,usda_historical_2005_2025
Legacy Hydroponics Llc. Farmers Market 1,11096 Peach St,ERIE,PA,16441,41.9795,-80.01432,Food & Grocery,farmers_market,Farmers' Market,7/26/2022,usda_historical_2005_2025
Little Italy Farmers Market,425 W 18th St,ERIE,PA,16502,42.11487,-80.08736,Food & Grocery,farmers_market,Farmers' Market,4/17/2013,usda_historical_2005_2025
Lucky Food Mart 2,701 State St,ERIE,PA,16501,42.12824,-80.0844,Convenience & Fuel,convenience,Convenience Store,4/20/2018,usda_historical_2005_2025
MASON FARMS,839 Peninsula Dr,ERIE,PA,16505,42.10304,-80.14704,Full-Service,specialty,Fruits/Veg Specialty,6/14/2001,usda_historical_2005_2025
"Mcdonald Meats, Inc.",10445 Ridge Rd,ERIE,PA,16417,41.99305,-80.34821,Full-Service,specialty,Meat/Poultry Specialty,1/5/2023,usda_historical_2005_2025
Meat & Moss Company,606 Erie St,ERIE,PA,16412,41.88896,-80.12648,Full-Service,standard,Medium Grocery Store,9/29/2025,usda_historical_2005_2025
Nayan Enterprise Inc,2917 Glenwood Park Ave,ERIE,PA,16508,42.10816,-80.07336,Convenience & Fuel,convenience,Convenience Store,3/20/2023,usda_historical_2005_2025
Niethamer & Owens,1608 Parade St,ERIE,PA,16503,42.12286,-80.07063,Full-Service,specialty,Meat/Poultry Specialty,6/23/2022,usda_historical_2005_2025
Oakwood Freshmart Llc,1617 W 26th St,ERIE,PA,16508,42.09851,-80.109,Full-Service,specialty,Combination Grocery/Other,10/24/2024,usda_historical_2005_2025
One Love Grocery Store LLC 1,601 West 17th Street,ERIE,PA,16502,42.11418,-80.09187,Full-Service,specialty,Small Grocery Store,8/19/2024,usda_historical_2005_2025
Oriental Minimart Grocery Llc 1,1218 E 38th St,ERIE,PA,16504,42.11254,-80.03961,Full-Service,standard,Medium Grocery Store,4/27/2021,usda_historical_2005_2025
Orton's Fruit Markert,5900 Station Rd,ERIE,PA,16428,42.18919,-79.83277,Food & Grocery,farmers_market,Farmers' Market,9/9/2021,usda_historical_2005_2025
Palace Life 1,1102 Parade Street,ERIE,PA,16503,42.12743,-80.07361,Full-Service,specialty,Small Grocery Store,10/7/2024,usda_historical_2005_2025
Parade Speed Check 01,1725 Parade St,ERIE,PA,16503,42.1218,-80.06944,Convenience & Fuel,convenience,Convenience Store,10/16/2014,usda_historical_2005_2025
Peace Market,1154 E 26th St,ERIE,PA,16504,42.12167,-80.04723,Full-Service,specialty,Small Grocery Store,3/15/2017,usda_historical_2005_2025
Pilot Travel Center 311,8035 Perry Hwy,ERIE,PA,16509,42.06876,-80.03896,Convenience & Fuel,convenience,Convenience Store,4/7/2017,usda_historical_2005_2025
Polly's Food Mart,2176 W 32nd St,ERIE,PA,16508,42.08923,-80.1196,Convenience & Fuel,convenience,Convenience Store,3/6/2025,usda_historical_2005_2025
Quick Stop,2119 Buffalo Rd,ERIE,PA,16510,42.13387,-80.0291,Convenience & Fuel,convenience,Convenience Store,12/8/2023,usda_historical_2005_2025
Quick Stop Food Store,408 W 18th St,ERIE,PA,16502,42.11566,-80.0859,Convenience & Fuel,convenience,Convenience Store,10/29/2019,usda_historical_2005_2025
S & A Market,2690 Cherry St,ERIE,PA,16508,42.1047,-80.08565,Convenience & Fuel,convenience,Convenience Store,8/19/2024,usda_historical_2005_2025
Sam's Club 6675,7200 Peach St,ERIE,PA,16509,42.05413,-80.0867,Full-Service,standard,Super Store,1/12/2009,usda_historical_2005_2025
Sander Markets,826 N Center St,ERIE,PA,16407,41.93023,-79.64131,Full-Service,standard,Supermarket,11/4/2003,usda_historical_2005_2025
Sander's Markets,109 W Main St,ERIE,PA,16428,42.21294,-79.84155,Full-Service,standard,Super Store,8/29/2000,usda_historical_2005_2025
Save A Lot 30075,2209 W 12th St,ERIE,PA,16505,42.10335,-80.13083,Full-Service,standard,Supermarket,10/16/2024,usda_historical_2005_2025
Save A Lot 30076,2026 Broad St,ERIE,PA,16503,42.12687,-80.04585,Full-Service,standard,Supermarket,10/16/2024,usda_historical_2005_2025
Schwebel Baking Co of PA 9,8275 Perry Hwy,ERIE,PA,16509,42.06362,-80.03313,Full-Service,specialty,Bakery Specialty,3/25/1999,usda_historical_2005_2025
SERAFIN'S FOOD MARKET,601 E 24th St,ERIE,PA,16503,42.11847,-80.06139,Full-Service,specialty,Small Grocery Store,1/19/1996,usda_historical_2005_2025
Sheetz 334,5930 Route 6N,ERIE,PA,16412,41.87989,-80.17395,Convenience & Fuel,convenience,Convenience Store,11/25/2002,usda_historical_2005_2025
Sheetz 499,8180 Perry Hwy,ERIE,PA,16509,42.06554,-80.03673,Convenience & Fuel,convenience,Convenience Store,10/16/2012,usda_historical_2005_2025
Sheetz 528,809 Main St E,ERIE,PA,16417,42.00658,-80.3074,Convenience & Fuel,convenience,Convenience Store,10/3/2013,usda_historical_2005_2025
Sheetz 557,750 Peninsula Dr,ERIE,PA,16505,42.10427,-80.14882,Convenience & Fuel,convenience,Convenience Store,10/6/2014,usda_historical_2005_2025
Sheetz 755,3814 Liberty St,ERIE,PA,16509,42.09516,-80.08428,Convenience & Fuel,convenience,Convenience Store,8/30/2022,usda_historical_2005_2025
SHOP RITE,2401 Parade St,ERIE,PA,16503,42.11679,-80.06602,Full-Service,specialty,Small Grocery Store,10/13/2005,usda_historical_2005_2025
SHOP RITE,1031 Parade St,ERIE,PA,16503,42.12786,-80.07336,Convenience & Fuel,convenience,Convenience Store,10/4/2006,usda_historical_2005_2025
Smirna Store Llc,3204 Buffalo Rd,ERIE,PA,16510,42.1404,-80.01553,Full-Service,standard,Medium Grocery Store,2/15/2023,usda_historical_2005_2025
Smj International LLC,227 Hathaway St E,ERIE,PA,16417,42.0078,-80.31918,Convenience & Fuel,convenience,Convenience Store,7/24/2025,usda_historical_2005_2025
Souq Inc,760 E 12th St,ERIE,PA,16503,42.13015,-80.06389,Full-Service,standard,Medium Grocery Store,12/1/2023,usda_historical_2005_2025
Stanganelli's Italian Foods,602 E 25th St,ERIE,PA,16503,42.11801,-80.06088,Full-Service,specialty,Combination Grocery/Other,6/2/2025,usda_historical_2005_2025
Stop and Go 2,732 Parade St,ERIE,PA,16503,42.13079,-80.07549,Full-Service,specialty,Combination Grocery/Other,2/13/2017,usda_historical_2005_2025
Storbes Market LLC,1016 State St,ERIE,PA,16501,42.12489,-80.08263,Full-Service,specialty,Small Grocery Store,2/6/2024,usda_historical_2005_2025
SUNOCO,26 E 12th St,ERIE,PA,16501,42.12429,-80.08058,Convenience & Fuel,convenience,Convenience Store,2/22/1989,usda_historical_2005_2025
TA Harborcreek 215,4050 Depot Rd,ERIE,PA,16510,42.14067,-79.92345,Convenience & Fuel,convenience,Convenience Store,7/17/2016,usda_historical_2005_2025
Target 1287,6700 Peach St,ERIE,PA,16509,42.05489,-80.09492,Full-Service,standard,Super Store,3/21/2007,usda_historical_2005_2025
Tops Markets 668,19 E High St,ERIE,PA,16438,41.89968,-79.84404,Full-Service,standard,Supermarket,4/1/1971,usda_historical_2005_2025
Tops Markets 665,712 W 38th St,ERIE,PA,16508,42.09725,-80.08434,Full-Service,standard,Supermarket,1/5/1993,usda_historical_2005_2025
Tops Markets 601,1702 E 38th St,ERIE,PA,16510,42.11581,-80.02995,Full-Service,standard,Supermarket,6/3/1995,usda_historical_2005_2025
Tops Markets 667,230 South High Street,ERIE,PA,16441,41.93866,-79.98217,Full-Service,standard,Supermarket,12/6/2005,usda_historical_2005_2025
"Trawka's Mom & Pop Grocery,llc",712 Payne Ave,ERIE,PA,16503,42.13814,-80.05403,Full-Service,specialty,Small Grocery Store,10/16/2023,usda_historical_2005_2025
"Tudor Hook-n-nook, Inc.",10543 Old Lake Rd,ERIE,PA,16423,42.02264,-80.3588,Convenience & Fuel,convenience,Convenience Store,4/24/2023,usda_historical_2005_2025
Uk Supermarket,1105 Parade St,ERIE,PA,16503,42.12757,-80.07298,Full-Service,standard,Medium Grocery Store,8/2/2013,usda_historical_2005_2025
URBANIAK BROTHERS INC,310 E 24th St,ERIE,PA,16503,42.11637,-80.06828,Full-Service,specialty,Meat/Poultry Specialty,6/2/1988,usda_historical_2005_2025
Walgreens 10520,3727 Peach St,ERIE,PA,16508,42.09734,-80.0815,Full-Service,specialty,Combination Grocery/Other,3/12/2008,usda_historical_2005_2025
Walmart 2561,5350 W Ridge Rd,ERIE,PA,16506,42.06567,-80.19382,Full-Service,standard,Super Store,11/21/2003,usda_historical_2005_2025
Walmart Supercenter 3253,108 Washington Towne Blvd N,ERIE,PA,16412,41.87677,-80.17419,Full-Service,standard,Super Store,8/14/2001,usda_historical_2005_2025
Walmart Supercenter 2909,961 E Columbus Ave,ERIE,PA,16407,41.93243,-79.61261,Full-Service,standard,Super Store,3/22/2002,usda_historical_2005_2025
Walmart Supercenter 2278,1825 Downs Drive,ERIE,PA,16509,42.05115,-80.08411,Full-Service,standard,Super Store,10/4/2002,usda_historical_2005_2025
Walmart Supercenter 3281,5741 Buffalo Rd,ERIE,PA,16421,42.16104,-79.96911,Full-Service,standard,Super Store,12/15/2003,usda_historical_2005_2025
Walmart Supercenter 5445,2711 Elm St,ERIE,PA,16504,42.12299,-80.04108,Full-Service,standard,Super Store,8/2/2004,usda_historical_2005_2025
Wegmans 75,6143 Peach St,ERIE,PA,16509,42.06144,-80.0938,Full-Service,standard,Supermarket,6/20/1993,usda_historical_2005_2025
Wegmans 69,5028 W Ridge Rd,ERIE,PA,16506,42.0679,-80.18941,Full-Service,standard,Supermarket,3/16/1997,usda_historical_2005_2025
Westside Market On Powell,1119 Powell Ave,ERIE,PA,16505,42.0924,-80.16734,Convenience & Fuel,convenience,Convenience Store,8/29/2024,usda_historical_2005_2025
WHOLE FOODS COOPERATIVE,1341 W 26th St,ERIE,PA,16508,42.10159,-80.10152,Full-Service,standard,Large Grocery Store,8/11/1981,usda_historical_2005_2025
BAUGHMANS MARKET,119 Cherry St,FOREST,PA,16239,41.46843,-79.12443,Full-Service,specialty,Fruits/Veg Specialty,4/1/1971,usda_historical_2005_2025
Dollar General 11278,41213 Rte 66,FOREST,PA,16239,41.46143,-79.13407,Full-Service,specialty,Combination Grocery/Other,11/3/2008,usda_historical_2005_2025
Dollar General Store 15700,658 Elm St,FOREST,PA,16353,41.50394,-79.45441,Full-Service,specialty,Combination Grocery/Other,10/22/2015,usda_historical_2005_2025
DOLLARTREE 10353,143 Cherry St.,FOREST,PA,16239,41.46677,-79.12626,Full-Service,specialty,Combination Grocery/Other,10/17/2024,usda_historical_2005_2025
Kwik Fill 391,42085 Route 66,FOREST,PA,16239,41.4822,-79.10613,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
"Tionesta Farm Fresh, Llc",102 Faulkner Dr,FOREST,PA,16353,41.49459,-79.45773,Full-Service,standard,Large Grocery Store,12/8/2020,usda_historical_2005_2025
University Korner,102 Chestnut St,FOREST,PA,16239,41.46964,-79.12277,Convenience & Fuel,convenience,Convenience Store,11/4/2014,usda_historical_2005_2025
ALDI 44071 44071,545 W Mahoning St,JEFFERSON,PA,15767,40.9415,-78.98331,Full-Service,standard,Supermarket,9/21/2006,usda_historical_2005_2025
Anna's Place Of Brookville,441 Madison Ave,JEFFERSON,PA,15825,41.16018,-79.08608,Full-Service,specialty,Small Grocery Store,8/4/2021,usda_historical_2005_2025
BFS Foods 55,250 W Main St,JEFFERSON,PA,15825,41.16373,-79.09658,Convenience & Fuel,convenience,Convenience Store,2/7/2023,usda_historical_2005_2025
Biggie's Quality Meats LLC,6036 Route 119,JEFFERSON,PA,15767,41.00485,-78.83984,Full-Service,specialty,Meat/Poultry Specialty,12/1/2003,usda_historical_2005_2025
Brookville Hometown Market,53 Taylor St,JEFFERSON,PA,15825,41.1584,-79.0756,Full-Service,standard,Super Store,9/30/2020,usda_historical_2005_2025
DOLLAR GENERAL 1018,1249 Main St,JEFFERSON,PA,15824,41.24791,-78.78819,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 8310,8948 Big Run Prescottville Rd,JEFFERSON,PA,15851,41.08397,-78.86873,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 0129,213 Hampton Ave,JEFFERSON,PA,15767,40.94547,-78.9677,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 0503,225 Allegheny Blvd,JEFFERSON,PA,15825,41.16617,-79.09771,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 14208,270 W Liberty St,JEFFERSON,PA,15865,41.04563,-78.82537,Full-Service,specialty,Combination Grocery/Other,7/1/2013,usda_historical_2005_2025
DOLLAR GENERAL 18983,3317 Route 36,JEFFERSON,PA,15764,40.98779,-79.02198,Full-Service,specialty,Combination Grocery/Other,6/6/2018,usda_historical_2005_2025
Dollar General 21614,12702 Harrison St,JEFFERSON,PA,15864,41.11932,-79.18763,Full-Service,specialty,Combination Grocery/Other,10/13/2020,usda_historical_2005_2025
Dollar General 22031,549 Route 28,JEFFERSON,PA,15825,41.16065,-79.0527,Full-Service,specialty,Combination Grocery/Other,4/14/2021,usda_historical_2005_2025
Dollar General 24532,1028 W Mahoning St,JEFFERSON,PA,15767,40.94341,-78.98999,Full-Service,specialty,Combination Grocery/Other,8/17/2022,usda_historical_2005_2025
Dollar General 23827,60 Washington Ave,JEFFERSON,PA,15840,41.14795,-78.81007,Full-Service,specialty,Combination Grocery/Other,9/30/2022,usda_historical_2005_2025
Dollar General 25142,317 W Main St,JEFFERSON,PA,15715,40.96945,-78.88557,Full-Service,specialty,Combination Grocery/Other,10/3/2023,usda_historical_2005_2025
Dollar Tree 2568,22000 Route 119,JEFFERSON,PA,15767,40.92984,-78.98208,Full-Service,specialty,Combination Grocery/Other,10/19/2010,usda_historical_2005_2025
Family Dollar Store 6533,235 Allegheny Blvd,JEFFERSON,PA,15825,41.16756,-79.09781,Full-Service,specialty,Combination Grocery/Other,5/30/2009,usda_historical_2005_2025
GetGo 3080,217 Allegheny Blvd,JEFFERSON,PA,15825,41.16534,-79.09834,Convenience & Fuel,convenience,Convenience Store,6/24/2025,usda_historical_2005_2025
Giant Eagle 80,40 S White St,JEFFERSON,PA,15825,41.15673,-79.08581,Full-Service,standard,Super Store,6/10/2010,usda_historical_2005_2025
Infinity Market Depot,212 W Mahoning St,JEFFERSON,PA,15767,40.94341,-78.973,Convenience & Fuel,convenience,Convenience Store,12/5/2024,usda_historical_2005_2025
Love's Travel Stop 829,1373 Route 28,JEFFERSON,PA,15825,41.17022,-79.0442,Convenience & Fuel,convenience,Convenience Store,5/31/2022,usda_historical_2005_2025
MARTINO'S BI-LO #733,1200 Main St,JEFFERSON,PA,15824,41.24724,-78.78905,Full-Service,standard,Supermarket,5/17/1984,usda_historical_2005_2025
Meatheads Market,694 Route 36,JEFFERSON,PA,15825,41.18246,-79.10044,Full-Service,specialty,Meat/Poultry Specialty,3/1/2023,usda_historical_2005_2025
Mikes Bi-Lo 702,32 S 5th St,JEFFERSON,PA,15851,41.09444,-78.88985,Full-Service,standard,Supermarket,2/8/1999,usda_historical_2005_2025
More For Less Resale and Surplus,15 Williams Rd,JEFFERSON,PA,15767,40.93732,-78.93199,Full-Service,standard,Medium Grocery Store,8/5/2009,usda_historical_2005_2025
Open Arms Farmacy,219 N Findley St,JEFFERSON,PA,15767,40.94502,-78.97217,Convenience & Fuel,convenience,Convenience Store,9/18/2025,usda_historical_2005_2025
Pilot Travel Center 707,246 Allegheny Blvd,JEFFERSON,PA,15825,41.17323,-79.09811,Convenience & Fuel,convenience,Convenience Store,5/25/2017,usda_historical_2005_2025
Punxsutawney Hometown Market 70,201 Hampton Ave,JEFFERSON,PA,15767,40.94667,-78.9688,Full-Service,standard,Super Store,7/10/2023,usda_historical_2005_2025
Reynoldsville One Stop,401 E Main St,JEFFERSON,PA,15851,41.09683,-78.88886,Convenience & Fuel,convenience,Convenience Store,2/5/2020,usda_historical_2005_2025
Sheetz 66,300 W Main St,JEFFERSON,PA,15825,41.16358,-79.09846,Convenience & Fuel,convenience,Convenience Store,11/5/1979,usda_historical_2005_2025
Sheetz 79,100 Elk Run Ave,JEFFERSON,PA,15767,40.95024,-78.96372,Convenience & Fuel,convenience,Convenience Store,6/17/1982,usda_historical_2005_2025
Sheetz 146,1408 Main St,JEFFERSON,PA,15824,41.24648,-78.78684,Convenience & Fuel,convenience,Convenience Store,7/20/1987,usda_historical_2005_2025
Sheetz 194,1867 Rich Hwy,JEFFERSON,PA,15840,41.14117,-78.78509,Convenience & Fuel,convenience,Convenience Store,10/23/1992,usda_historical_2005_2025
Snax Food And Gas,20135 Route 119,JEFFERSON,PA,15767,40.90979,-79.00243,Convenience & Fuel,convenience,Convenience Store,10/23/2024,usda_historical_2005_2025
Stahlman's Country Store Inc.,8207 Route 536,JEFFERSON,PA,15767,40.97438,-79.1067,Convenience & Fuel,convenience,Convenience Store,4/18/2019,usda_historical_2005_2025
Sykesville One Stop,220 E Main St,JEFFERSON,PA,15865,41.05206,-78.8179,Convenience & Fuel,convenience,Convenience Store,6/1/2022,usda_historical_2005_2025
TA Brookville 003,245 Allegheny Blvd,JEFFERSON,PA,15825,41.17333,-79.09819,Convenience & Fuel,convenience,Convenience Store,7/26/2011,usda_historical_2005_2025
Teds Meat Mkt,130 Palumbo Rd,JEFFERSON,PA,15851,41.10372,-78.86407,Full-Service,specialty,Combination Grocery/Other,3/26/1986,usda_historical_2005_2025
THE DIXON CORNER COUNTRY STORE,10458 Richardsville Rd,JEFFERSON,PA,15825,41.27818,-78.96873,Convenience & Fuel,convenience,Convenience Store,8/8/2016,usda_historical_2005_2025
