geoid,county,year,NAME,total_households,under_10k,10k_15k,15k_20k,20k_25k,25k_30k,30k_35k,35k_40k,40k_45k,45k_50k,50k_60k,60k_75k,75k_100k,100k_125k,125k_150k,150k_200k,200k_plus
42049011503,Erie,2019,"Census Tract 115.03, Erie County, Pennsylvania",1766,67,131,100,96,52,74,114,122,100,122,193,204,104,156,49,82
42049011503,Erie,2020,"Census Tract 115.03, Erie County, Pennsylvania",1672,64,130,77,69,75,52,82,143,91,110,152,227,130,135,71,64
42049011503,Erie,2021,"Census Tract 115.03, Erie County, Pennsylvania",1586,42,125,116,34,87,44,100,54,108,119,123,177,123,142,124,68
42049011503,Erie,2022,Census Tract 115.03; Erie County; Pennsylvania,1583,39,94,82,22,58,67,45,101,66,189,100,211,129,143,170,67
42049011503,Erie,2023,Census Tract 115.03; Erie County; Pennsylvania,1567,38,43,65,21,73,73,23,45,79,168,109,261,169,129,171,100
42049011505,Erie,2019,"Census Tract 115.05, Erie County, Pennsylvania",1061,25,60,83,28,47,27,48,39,10,20,105,308,165,48,41,7
42049011507,Erie,2019,"Census Tract 115.07, Erie County, Pennsylvania",1264,58,22,33,57,8,48,19,28,108,73,90,200,192,100,150,78
42049011508,Erie,2020,"Census Tract 115.08, Erie County, Pennsylvania",2021,34,70,36,127,105,83,40,105,69,179,199,266,369,180,40,119
42049011508,Erie,2021,"Census Tract 115.08, Erie County, Pennsylvania",1953,27,76,14,89,97,59,32,76,91,190,206,263,355,189,64,125
42049011508,Erie,2022,Census Tract 115.08; Erie County; Pennsylvania,1972,48,16,65,68,60,43,40,24,81,168,244,310,337,148,164,156
42049011508,Erie,2023,Census Tract 115.08; Erie County; Pennsylvania,2027,76,7,32,59,73,13,33,11,89,135,155,449,346,169,152,228
42049011509,Erie,2020,"Census Tract 115.09, Erie County, Pennsylvania",1182,102,26,84,18,33,37,50,85,23,32,124,278,154,83,42,11
42049011509,Erie,2021,"Census Tract 115.09, Erie County, Pennsylvania",1118,125,39,50,58,27,35,40,59,16,29,111,175,215,35,89,15
42049011509,Erie,2022,Census Tract 115.09; Erie County; Pennsylvania,1144,139,19,47,89,9,57,26,36,77,59,126,101,162,78,84,35
42049011509,Erie,2023,Census Tract 115.09; Erie County; Pennsylvania,1161,92,55,37,83,25,34,21,64,69,55,129,145,111,113,49,79
42049011510,Erie,2020,"Census Tract 115.10, Erie County, Pennsylvania",1146,55,0,44,60,10,53,0,55,62,93,101,153,149,63,149,99
42049011510,Erie,2021,"Census Tract 115.10, Erie County, Pennsylvania",1089,45,18,34,39,28,40,9,23,79,84,106,201,124,38,122,99
42049011510,Erie,2022,Census Tract 115.10; Erie County; Pennsylvania,1110,29,21,27,46,43,15,22,36,48,98,136,164,140,73,92,120
42049011510,Erie,2023,Census Tract 115.10; Erie County; Pennsylvania,1161,0,26,23,49,65,41,25,25,41,115,97,204,133,94,108,115
42049011511,Erie,2020,"Census Tract 115.11, Erie County, Pennsylvania",231,27,0,41,45,0,0,0,15,0,14,0,0,50,0,39,0
42049011511,Erie,2021,"Census Tract 115.11, Erie County, Pennsylvania",256,79,0,41,43,0,0,0,14,0,0,0,0,28,15,0,36
42049011511,Erie,2022,Census Tract 115.11; Erie County; Pennsylvania,264,97,4,14,0,44,4,0,0,0,0,13,4,15,29,4,36
42049011511,Erie,2023,Census Tract 115.11; Erie County; Pennsylvania,189,57,6,18,0,0,4,0,0,0,4,6,16,23,15,5,35
42049011600,Erie,2019,"Census Tract 116, Erie County, Pennsylvania",1707,147,78,96,79,135,27,116,61,114,158,205,180,97,133,50,31
42049011600,Erie,2020,"Census Tract 116, Erie County, Pennsylvania",1749,167,66,93,58,131,32,89,43,65,166,156,268,120,246,32,17
42049011600,Erie,2021,"Census Tract 116, Erie County, Pennsylvania",1721,124,55,112,57,61,114,80,74,46,228,105,224,132,254,35,20
42049011600,Erie,2022,Census Tract 116; Erie County; Pennsylvania,1692,89,83,110,52,11,105,55,139,31,125,194,223,139,144,171,21
42049011600,Erie,2023,Census Tract 116; Erie County; Pennsylvania,1689,69,104,61,67,32,84,66,93,65,41,214,205,183,164,203,38
42049011701,Erie,2019,"Census Tract 117.01, Erie County, Pennsylvania",1183,26,32,55,27,66,7,41,43,86,46,192,162,125,65,62,148
42049011701,Erie,2020,"Census Tract 117.01, Erie County, Pennsylvania",1172,14,25,28,72,59,0,58,84,93,66,196,140,127,31,68,111
42049011701,Erie,2021,"Census Tract 117.01, Erie County, Pennsylvania",1267,20,39,22,45,112,32,53,135,16,58,219,165,141,27,50,133
42049011701,Erie,2022,Census Tract 117.01; Erie County; Pennsylvania,1299,58,37,32,54,47,70,6,60,117,72,134,205,127,122,15,143
42049011701,Erie,2023,Census Tract 117.01; Erie County; Pennsylvania,1235,57,30,63,38,82,25,37,39,116,52,90,193,136,92,78,107
42049011702,Erie,2019,"Census Tract 117.02, Erie County, Pennsylvania",1942,72,56,22,94,44,55,64,182,141,155,191,344,205,119,139,59
42049011702,Erie,2020,"Census Tract 117.02, Erie County, Pennsylvania",1834,32,50,67,106,40,52,38,132,145,96,260,280,176,191,93,76
42049011702,Erie,2021,"Census Tract 117.02, Erie County, Pennsylvania",1917,7,64,86,80,36,65,40,116,59,167,208,331,253,122,197,86
42049011702,Erie,2022,Census Tract 117.02; Erie County; Pennsylvania,1905,56,49,87,67,53,27,85,26,69,141,251,368,219,136,207,64
42049011702,Erie,2023,Census Tract 117.02; Erie County; Pennsylvania,1966,42,86,17,44,20,57,84,27,47,136,176,528,172,169,312,49
42049011801,Erie,2019,"Census Tract 118.01, Erie County, Pennsylvania",1024,11,42,34,26,64,49,63,46,34,93,160,179,78,23,85,37
42049011801,Erie,2020,"Census Tract 118.01, Erie County, Pennsylvania",1071,12,83,29,22,53,62,55,47,31,129,102,185,79,25,128,29
42049011801,Erie,2021,"Census Tract 118.01, Erie County, Pennsylvania",988,8,59,24,22,25,76,51,51,22,120,101,175,90,32,109,23
42049011801,Erie,2022,Census Tract 118.01; Erie County; Pennsylvania,1019,27,55,18,38,38,25,52,54,33,77,125,175,85,68,122,27
42049011801,Erie,2023,Census Tract 118.01; Erie County; Pennsylvania,989,35,47,17,32,39,29,18,41,23,98,146,142,90,91,118,23
42049011802,Erie,2019,"Census Tract 118.02, Erie County, Pennsylvania",1239,59,31,81,33,72,79,52,59,39,147,147,176,111,68,61,24
42049011802,Erie,2020,"Census Tract 118.02, Erie County, Pennsylvania",1207,51,21,43,53,58,108,54,46,64,122,153,201,98,53,48,34
42049011802,Erie,2021,"Census Tract 118.02, Erie County, Pennsylvania",1153,42,21,51,45,47,96,32,60,57,101,170,160,124,66,46,35
42049011802,Erie,2022,Census Tract 118.02; Erie County; Pennsylvania,1138,24,52,41,48,40,70,37,40,51,104,159,144,140,65,80,43
42049011802,Erie,2023,Census Tract 118.02; Erie County; Pennsylvania,1140,46,38,56,37,34,32,72,11,53,81,160,152,156,84,71,57
42049011900,Erie,2019,"Census Tract 119, Erie County, Pennsylvania",2808,329,231,223,214,218,89,83,86,75,324,395,286,137,56,46,16
42049011900,Erie,2020,"Census Tract 119, Erie County, Pennsylvania",2859,371,194,212,324,216,173,130,63,83,296,251,279,75,61,69,62
42049011900,Erie,2021,"Census Tract 119, Erie County, Pennsylvania",2796,448,122,217,250,76,228,122,110,123,247,298,236,107,45,59,108
42049011900,Erie,2022,Census Tract 119; Erie County; Pennsylvania,3004,379,145,168,359,207,44,162,58,214,265,359,209,205,0,80,150
42049011900,Erie,2023,Census Tract 119; Erie County; Pennsylvania,2897,336,179,185,334,173,95,19,120,387,145,338,172,207,33,71,103
42049012001,Erie,2019,"Census Tract 120.01, Erie County, Pennsylvania",1013,47,29,46,61,48,30,60,53,66,91,107,161,78,58,50,28
42049012001,Erie,2020,"Census Tract 120.01, Erie County, Pennsylvania",1040,32,29,40,44,44,30,50,49,46,120,95,195,96,46,93,31
42049012001,Erie,2021,"Census Tract 120.01, Erie County, Pennsylvania",994,12,48,42,23,49,25,34,31,42,121,96,184,99,71,89,28
42049012001,Erie,2022,Census Tract 120.01; Erie County; Pennsylvania,987,16,34,26,29,16,39,41,25,42,94,112,198,80,80,93,62
42049012001,Erie,2023,Census Tract 120.01; Erie County; Pennsylvania,996,19,24,25,31,25,16,39,45,35,96,122,176,103,63,71,106
42049012002,Erie,2019,"Census Tract 120.02, Erie County, Pennsylvania",1362,202,98,42,57,108,35,43,50,61,146,171,158,82,65,23,21
42049012002,Erie,2020,"Census Tract 120.02, Erie County, Pennsylvania",1393,197,34,93,120,71,50,95,63,41,195,147,128,69,24,26,40
42049012002,Erie,2021,"Census Tract 120.02, Erie County, Pennsylvania",1360,144,74,149,88,33,57,113,55,41,145,222,116,58,27,10,28
42049012002,Erie,2022,Census Tract 120.02; Erie County; Pennsylvania,1357,136,108,138,43,47,91,40,124,22,108,207,133,73,26,0,61
42049012002,Erie,2023,Census Tract 120.02; Erie County; Pennsylvania,1319,113,93,134,56,38,101,62,120,56,75,211,137,45,46,0,32
42049012100,Erie,2019,"Census Tract 121, Erie County, Pennsylvania",2859,170,89,201,115,187,59,130,107,128,311,332,364,300,130,189,47
42049012100,Erie,2020,"Census Tract 121, Erie County, Pennsylvania",3005,169,81,122,94,144,69,126,125,125,261,449,369,310,302,133,126
42049012100,Erie,2021,"Census Tract 121, Erie County, Pennsylvania",2854,158,78,78,130,131,109,95,115,124,247,368,401,269,302,83,166
42049012100,Erie,2022,Census Tract 121; Erie County; Pennsylvania,2954,141,29,41,79,170,158,134,57,206,249,317,467,335,149,243,179
42049012100,Erie,2023,Census Tract 121; Erie County; Pennsylvania,2921,177,26,27,47,167,138,165,54,154,270,275,401,233,254,351,182
42049012201,Erie,2019,"Census Tract 122.01, Erie County, Pennsylvania",2471,127,26,72,41,26,130,118,72,96,226,303,414,195,194,247,184
42049012201,Erie,2020,"Census Tract 122.01, Erie County, Pennsylvania",2404,108,60,61,29,23,199,102,104,126,247,212,424,228,115,156,210
42049012201,Erie,2021,"Census Tract 122.01, Erie County, Pennsylvania",2378,70,62,66,80,28,166,85,99,73,195,258,409,242,111,177,257
42049012201,Erie,2022,Census Tract 122.01; Erie County; Pennsylvania,2352,58,36,65,81,39,146,38,69,120,165,217,354,345,180,166,273
42049012201,Erie,2023,Census Tract 122.01; Erie County; Pennsylvania,2426,48,54,69,55,133,16,172,22,114,196,207,370,321,182,217,250
42049012202,Erie,2019,"Census Tract 122.02, Erie County, Pennsylvania",2009,217,72,111,267,72,139,146,13,110,124,89,335,109,79,98,28
42049012202,Erie,2020,"Census Tract 122.02, Erie County, Pennsylvania",2058,181,45,54,222,191,402,86,55,47,105,119,264,134,63,46,44
42049012202,Erie,2021,"Census Tract 122.02, Erie County, Pennsylvania",1868,245,112,26,129,111,252,103,14,20,102,196,216,151,35,88,68
42049012202,Erie,2022,Census Tract 122.02; Erie County; Pennsylvania,1767,176,193,26,116,75,91,232,41,39,68,183,95,193,71,49,119
42049012202,Erie,2023,Census Tract 122.02; Erie County; Pennsylvania,1916,190,250,69,40,63,108,228,59,31,84,187,155,203,29,64,156
42049012300,Erie,2019,"Census Tract 123, Erie County, Pennsylvania",2268,98,79,161,172,153,84,76,148,84,218,77,328,278,108,51,153
42049012400,Erie,2019,"Census Tract 124, Erie County, Pennsylvania",720,51,24,25,57,68,20,47,71,22,45,49,75,82,42,25,17
42049012400,Erie,2020,"Census Tract 124, Erie County, Pennsylvania",724,51,29,19,72,59,0,15,66,16,30,96,69,104,51,28,19
42049012400,Erie,2021,"Census Tract 124, Erie County, Pennsylvania",687,61,26,18,33,63,12,14,58,17,33,110,71,95,45,20,11
42049012400,Erie,2022,Census Tract 124; Erie County; Pennsylvania,674,24,48,10,38,61,32,21,13,63,35,63,95,56,74,21,20
42049012400,Erie,2023,Census Tract 124; Erie County; Pennsylvania,652,45,31,0,36,25,79,26,7,35,40,40,131,37,66,39,15
42049980109,Erie,2019,"Census Tract 9801.09, Erie County, Pennsylvania",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
