tract_geoid,tract_name,county,name,address,lat,lon,primary_category,type,subtype,snap_eligible
42049003000,Census Tract 30,Erie,LECOM School of Dental Medicine Dental Offices,16509,42.0806898,-80.1081856,Health,Clinic,Dental Office,No
42049003000,Census Tract 30,Erie,Osteopathic Cardiology Associates,"4002, Schaper Avenue, Erie, PA, 16508",42.082915,-80.1130156,Health,Clinic,Medical Office,No
42049010101,Census Tract 101.01,Erie,Federated Church,"11995, Main Street, East Springfield, PA, 16411",41.9645665,-80.406962,Civic & Social,Faith Community,Place of Worship,No
42049010101,Census Tract 101.01,Erie,Springfield Fire Department,"11959, Main Street, East Springfield, PA, 16411",41.9650615,-80.4063495,Civic & Social,Emergency Services,Fire Station,No
42049010101,Census Tract 101.01,Erie,Springfield Township Town Hall,"13300, West Ridge Road, West Springfield, PA, 16443",41.9557823,-80.4553557,Civic & Social,Government,Government Office,No
42049010101,Census Tract 101.01,Erie,United Pentecostal Church of West County,"1896, Holliday Road, East Springfield, PA, 16411",41.9930017,-80.4248636,Civic & Social,Faith Community,Place of Worship,No
42049010101,Census Tract 101.01,Erie,United States Post Office,"13788, West Ridge Road, West Springfield, PA, 16443",41.9463642,-80.4739169,Civic & Social,Government,Post Office,No
42049010101,Census Tract 101.01,Erie,United States Postal Service,"11932, Main Street, East Springfield, PA, 16411",41.965631,-80.4058464,Civic & Social,Government,Post Office,No
42049010101,Census Tract 101.01,Erie,West Springfield Baptist Church,"13695, West Ridge Road, West Springfield, PA, 16443",41.9474904,-80.4709683,Civic & Social,Faith Community,Place of Worship,No
42049010101,Census Tract 101.01,Erie,West Springfield United Methodist Church,"13790, Chestnut Street, West Springfield, PA, 16443",41.9448498,-80.4739877,Civic & Social,Faith Community,Place of Worship,No
42049010101,Census Tract 101.01,Erie,Springfield Elementary School,"11911, Bond Street, East Springfield, PA, 16411",41.9633407,-80.4041819,Education & Civic,School,K-12 School,No
42049010101,Census Tract 101.01,Erie,Dollar General 18426,"13777 Ridge Rd, West Springfield, PA 16443",41.94643,-80.47327,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010103,Census Tract 101.03,Erie,Northwestern Elementary School,"10450, John Williams Avenue, Albion, PA, 16401",41.8885064,-80.3509891,Education & Civic,School,K-12 School,No
42049010103,Census Tract 101.03,Erie,Dollar General 1495,"10541 Route 6N, Albion, PA 16401",41.89094,-80.35103,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010104,Census Tract 101.04,Erie,Cranesville Bible Church,"10029, Reed Street, Cranesville, PA, 16410",41.9036273,-80.3451363,Civic & Social,Faith Community,Place of Worship,No
42049010104,Census Tract 101.04,Erie,Cranesville Borough Hall,"10195, John Williams Avenue, Cranesville, PA, 16410",41.8961801,-80.3490678,Civic & Social,Government,Government Office,No
42049010104,Census Tract 101.04,Erie,Cranesville Fire Department,"9920, Meadville Street, Cranesville, PA, 16410",41.907139,-80.3437765,Civic & Social,Emergency Services,Fire Station,No
42049010104,Census Tract 101.04,Erie,Cranesville United Methodist Church,"10017, Meadville Street, Cranesville, PA, 16410",41.9042882,-80.3432986,Civic & Social,Faith Community,Place of Worship,No
42049010104,Census Tract 101.04,Erie,Elk Creek Township Municipal Building,,41.8914314,-80.3364661,Civic & Social,Government,Government Office,No
42049010104,Census Tract 101.04,Erie,Little Church on the Hill,,41.8911153,-80.3371415,Civic & Social,Faith Community,Place of Worship,No
42049010104,Census Tract 101.04,Erie,Saint Nicholas Church,,41.8600556,-80.2653388,Civic & Social,Faith Community,Place of Worship,No
42049010104,Census Tract 101.04,Erie,United States Post Office,"10283, East Crane Street, Cranesville, PA, 16410",41.9046072,-80.3428986,Civic & Social,Government,Post Office,No
42049010107,Census Tract 101.07,Erie,Albion Volunteer Fire Department,"19, Smock Avenue, Albion, PA, 16401",41.8913858,-80.3646504,Civic & Social,Emergency Services,Fire Station,No
42049010107,Census Tract 101.07,Erie,Andover Bank,"53, East State Street, Albion, PA, 16401",41.8906551,-80.3647165,Civic & Social,Financial,Bank/Credit Union,No
42049010107,Census Tract 101.07,Erie,Borough of Albion Town Hall,"26, Smock Avenue, Albion, PA, 16401",41.891453,-80.3654455,Civic & Social,Government,Government Office,No
42049010107,Census Tract 101.07,Erie,Northwestern Community Youth Center,"30, East State Street, Albion, PA, 16401",41.8911217,-80.3654943,Civic & Social,Community Center,Community/Rec Center,No
42049010107,Census Tract 101.07,Erie,Northwestern Food Pantry,"1, Robb & Powell Ave, Albion, PA, 16401",41.8903827,-80.3639938,Civic & Social,Social Services,Social Services,No
42049010107,Census Tract 101.07,Erie,United States Postal Service,"35, East State Street, Albion, PA, 16401",41.8906707,-80.365313,Civic & Social,Government,Post Office,No
42049010107,Census Tract 101.07,Erie,Albion Area Public Library,"111, East Pearl Street, Albion, PA, 16401",41.8919606,-80.3612068,Education & Civic,Library,Public Library,No
42049010107,Census Tract 101.07,Erie,Albion Marketplace,"23 E State St, Albion, PA 16401",41.89071,-80.36582,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049010107,Census Tract 101.07,Erie,Country Fair 26,"2 W State St, Albion, PA 16401",41.89085,-80.36662,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010107,Census Tract 101.07,Erie,Albion Animal Center,"11, Wells Avenue, Albion, PA, 16401",41.8907109,-80.3614623,Health,Clinic,Veterinary,No
42049010201,Census Tract 102.01,Erie,A. F. Dobler Hose & Ladder,"37, Walnut Street, Girard, PA, 16417",42.0006434,-80.314254,Civic & Social,Emergency Services,Fire Station,No
42049010201,Census Tract 102.01,Erie,Battles Village,"203, East Main Street, Girard, PA, 16417",42.0013429,-80.3132474,Civic & Social,Social Services,Social Services,No
42049010201,Census Tract 102.01,Erie,Bethel Assembly of God,"1414, Lake Street, Girard, PA, 16417",42.0079028,-80.3387591,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,First Presbyterian Church of Girard,"260, East Main Street, Girard, PA, 16417",42.003386,-80.3137581,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,Girard Alliance Church,"229, Rice Avenue, Girard, PA, 16417",42.0027808,-80.3209871,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,Girard Borough Hall,"34, West Main Street, Girard, PA, 16417",42.0011302,-80.3175296,Civic & Social,Government,Government Office,No
42049010201,Census Tract 102.01,Erie,Grace Episcopal Church,"10121, Hall Avenue, Lake City, PA, 16423",42.0154374,-80.3457191,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,Lake City Borough Hall,"2350, Main Street, Lake City, PA, 16423",42.0132144,-80.3426684,Civic & Social,Government,Government Office,No
42049010201,Census Tract 102.01,Erie,Lake City Fire Department,"2232, Rice Avenue, Lake City, PA, 16423",42.0147834,-80.342156,Civic & Social,Emergency Services,Fire Station,No
42049010201,Census Tract 102.01,Erie,Lake City Fire Department,"10157, West Lake Road, Lake City, PA, 16423",42.0246679,-80.3466827,Civic & Social,Emergency Services,Fire Station,No
42049010201,Census Tract 102.01,Erie,Lake City Police Department,"2350, Main Street, Lake City, PA, 16423",42.0131653,-80.342649,Civic & Social,Emergency Services,Police Station,No
42049010201,Census Tract 102.01,Erie,Lake City Presbyterian Church,"10088, Seeley Street, Lake City, PA, 16423",42.0131885,-80.3451014,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,Lake City United Methodist Church,"10087, Sampson Avenue, Lake City, PA, 16423",42.0114008,-80.3451166,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,Lake Erie Community Federal Credit Union,"721, Rice Avenue, Girard, PA, 16417",42.0071969,-80.3250511,Civic & Social,Financial,Bank/Credit Union,No
42049010201,Census Tract 102.01,Erie,Martins Landing,"415, East Main Street, Girard, PA, 16417",42.0035231,-80.3107822,Civic & Social,Social Services,Social Services,No
42049010201,Census Tract 102.01,Erie,Saint Cyril & Methodius Catholic Church,"1022, Tilden Drive, Girard, PA, 16417",42.0098362,-80.306192,Civic & Social,Faith Community,Place of Worship,No
42049010201,Census Tract 102.01,Erie,United States Postal Service,"1591, Lake Street, Lake City, PA, 16423",42.01945,-80.3448971,Civic & Social,Government,Post Office,No
42049010201,Census Tract 102.01,Erie,United States Postal Service,"113, East Main Street, Girard, PA, 16417",42.0012439,-80.3157662,Civic & Social,Government,Post Office,No
42049010201,Census Tract 102.01,Erie,Elk Valley Elementary School,"2556, Maple Avenue, Lake City, PA, 16423",42.0090808,-80.3445471,Education & Civic,School,K-12 School,No
42049010201,Census Tract 102.01,Erie,Girard High School,"1135, Lake Street, Girard, PA, 16417",42.0080773,-80.3335918,Education & Civic,School,K-12 School,No
42049010201,Census Tract 102.01,Erie,Rice Avenue Community Public Library,"705, Rice Avenue, Girard, PA, 16417",42.007064,-80.3245704,Education & Civic,Library,Public Library,No
42049010201,Census Tract 102.01,Erie,Rice Avenue Middle School,"1100, Rice Avenue, Girard, PA, 16417",42.008742,-80.3297505,Education & Civic,School,K-12 School,No
42049010201,Census Tract 102.01,Erie,Country Fair 29,"308 Main St W, Girard, PA 16417",41.99933,-80.32055,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010201,Census Tract 102.01,Erie,Dollar General 9655,"605 Main St E, Girard, PA 16417",42.00529,-80.30945,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010201,Census Tract 102.01,Erie,Dollar General Store 16722,"1462 Lake St, Lake City, PA 16423",42.02022,-80.34528,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010201,Census Tract 102.01,Erie,Kwik Fill 165,"271 Main St W, Girard, PA 16417",41.9991,-80.31953,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010201,Census Tract 102.01,Erie,Sheetz 528,"809 Main St E, Girard, PA 16417",42.00658,-80.3074,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010201,Census Tract 102.01,Erie,Smj International Llc,"227 Hathaway St E, Girard, PA 16417",42.0078,-80.31918,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010201,Census Tract 102.01,Erie,"Tudor Hook-N-Nook, Inc.","10543 Old Lake Rd, Lake City, PA 16423",42.02264,-80.3588,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010201,Census Tract 102.01,Erie,Girard Pharmacy,"83, West Main Street, Girard, PA, 16417",42.0001975,-80.3177102,Health,Pharmacy,Retail Pharmacy,No
42049010201,Census Tract 102.01,Erie,O'Leary Dental Group,"111, West Main Street, Girard, PA, 16417",42.0000094,-80.3179172,Health,Clinic,Dental Office,No
42049010202,Census Tract 102.02,Erie,Berean Baptist Church,"10854, West Ridge Road, Girard, PA, 16417",41.9857199,-80.3647815,Civic & Social,Faith Community,Place of Worship,No
42049010202,Census Tract 102.02,Erie,First National Bank,"9133, West Ridge Road, Girard, PA, 16417",42.0093467,-80.3015555,Civic & Social,Financial,Bank/Credit Union,No
42049010202,Census Tract 102.02,Erie,Girard Township Town Hall,"10140, Old Ridge Road, Girard, PA, 16417",41.9942783,-80.3393997,Civic & Social,Government,Government Office,No
42049010202,Census Tract 102.02,Erie,Kingdom Hall of Jehovah's Witnesses,"7200, Meadville Road, Girard, PA, 16417",41.9710123,-80.3393117,Civic & Social,Faith Community,Place of Worship,No
42049010202,Census Tract 102.02,Erie,Pennsylvania State Police,"5950, Meadville Road, Girard, PA, 16417",41.9836539,-80.3366597,Civic & Social,Emergency Services,Police Station,No
42049010202,Census Tract 102.02,Erie,Platea Borough Hall,"9957, Maiden Lane, Girard, PA, 16417",41.9518722,-80.3256343,Civic & Social,Government,Government Office,No
42049010202,Census Tract 102.02,Erie,Tendto Credit Union,"9189, West Ridge Road, Girard, PA, 16417",42.0083132,-80.3039586,Civic & Social,Financial,Bank/Credit Union,No
42049010202,Census Tract 102.02,Erie,Dollar General 24519,"8207 Meadville Rd, Girard, PA 16417",41.95844,-80.33791,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010202,Census Tract 102.02,Erie,Dollar Tree 6565,"9149 Ridge Rd, Girard, PA 16417",42.00827,-80.30125,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010202,Census Tract 102.02,Erie,Giant Eagle 4050,"9125 W Ridge Rd, Girard, PA 16417",42.00966,-80.30242,Food & Grocery,Supermarket,Supermarket,Yes
42049010202,Census Tract 102.02,Erie,"Mcdonald Meats, Inc.","10445 Ridge Rd, Girard, PA 16417",41.99305,-80.34821,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Yes
42049010301,Census Tract 103.01,Erie,FedEx,"7500, Birkmire Drive, Fairview, PA, 16415",42.0243471,-80.1920629,Civic & Social,Government,Post Office,No
42049010301,Census Tract 103.01,Erie,Grace Church,"7300, Grubb Road, McKean, PA, 16426",42.0365789,-80.1464094,Civic & Social,Faith Community,Place of Worship,No
42049010301,Census Tract 103.01,Erie,McKean Borough Hall,"8952, Main Street, McKean, PA, 16426",41.9981447,-80.1430913,Civic & Social,Government,Government Office,No
42049010301,Census Tract 103.01,Erie,McKean Fire Department,"5011, School Street, McKean, PA, 16426",41.9981564,-80.1415286,Civic & Social,Emergency Services,Fire Station,No
42049010301,Census Tract 103.01,Erie,McKean Township Town Hall,"9231, Edinboro Road, McKean, PA, 16426",41.9909092,-80.142751,Civic & Social,Government,Government Office,No
42049010301,Census Tract 103.01,Erie,McKean United Methodist Church,"5041, North Main Street, McKean, PA, 16426",41.9988943,-80.141798,Civic & Social,Faith Community,Place of Worship,No
42049010301,Census Tract 103.01,Erie,Saint Francis Xavier Catholic Church,"8880, Edinboro Road, McKean, PA, 16426",42.0002035,-80.1429712,Civic & Social,Faith Community,Place of Worship,No
42049010301,Census Tract 103.01,Erie,Sterrettania Alliance Church,"6750, West Road, McKean, PA, 16426",42.0035931,-80.1966203,Civic & Social,Faith Community,Place of Worship,No
42049010301,Census Tract 103.01,Erie,Trinity Lutheran Church,"4950, North Main Street, McKean, PA, 16426",42.0005299,-80.1415715,Civic & Social,Faith Community,Place of Worship,No
42049010301,Census Tract 103.01,Erie,United States Postal Service,"8988, Main Street, McKean, PA, 16426",41.9971668,-80.1435989,Civic & Social,Government,Post Office,No
42049010301,Census Tract 103.01,Erie,Aubury School,,41.9894995,-80.0650543,Education & Civic,School,K-12 School,No
42049010301,Census Tract 103.01,Erie,McKean Elementary School,"5120, West Road, McKean, PA, 16426",41.9979828,-80.1460895,Education & Civic,School,K-12 School,No
42049010301,Census Tract 103.01,Erie,Country Fair 46,"9030 Main St, McKean, PA 16426",41.99599,-80.14373,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010301,Census Tract 103.01,Erie,Dollar General 13937,"5212 West Rd, McKean, PA 16426",41.997,-80.14906,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010303,Census Tract 103.03,Erie,Erie Federal Credit Union,"7141, West Ridge Road, Fairview, PA, 16415",42.0380268,-80.2453614,Civic & Social,Financial,Bank/Credit Union,No
42049010303,Census Tract 103.03,Erie,Fairview Fire Department,"7190, West Ridge Road, Fairview, PA, 16415",42.0377798,-80.247946,Civic & Social,Emergency Services,Fire Station,No
42049010303,Census Tract 103.03,Erie,Fairview Presbyterian Church,"4264, Avonia Road, Fairview, PA, 16415",42.0293317,-80.2545226,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Fairview Township Town Hall,"7471, McCray Road, Fairview, PA, 16415",42.0189096,-80.2456928,Civic & Social,Government,Government Office,No
42049010303,Census Tract 103.03,Erie,Holy Cross Catholic Church,"7100, West Ridge Road, Fairview, PA, 16415",42.0394716,-80.2452308,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Katen House,"7565, Fairfield Drive, Fairview, PA, 16415",42.0188969,-80.2499319,Civic & Social,Social Services,Social Services,No
42049010303,Census Tract 103.03,Erie,New Beginnings Full Gospel Church,"7195, West Ridge Road, Fairview, PA, 16415",42.036173,-80.2468209,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Northwest Bank,"7512, West Ridge Road, Fairview, PA, 16415",42.031265,-80.2562406,Civic & Social,Financial,Bank/Credit Union,No
42049010303,Census Tract 103.03,Erie,Pleasant Ridge Manor,"8300, West Ridge Road, Girard, PA, 16417",42.0222514,-80.273762,Civic & Social,Social Services,Social Services,No
42049010303,Census Tract 103.03,Erie,Providence Reformed Baptist Church,"7870, West Ridge Road, Fairview, PA, 16415",42.0250127,-80.2635169,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Saint James Lutheran Church,"6851, Old Ridge Road, Fairview, PA, 16415",42.048021,-80.2365871,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Tri-Boro Senior Center,"7555, West Ridge Road, Fairview, PA, 16415",42.0301798,-80.2562926,Civic & Social,Social Services,Social Services,No
42049010303,Census Tract 103.03,Erie,United States Postal Service,"3856, Avonia Road, Fairview, PA, 16415",42.0325951,-80.256784,Civic & Social,Government,Post Office,No
42049010303,Census Tract 103.03,Erie,Walnut Creek Baptist Church,"6015, West Ridge Road, Erie, PA, 16506",42.060408,-80.2055431,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Weis Library United Methodist Church,"6020, Heidler Road, Fairview, PA, 16415",42.0393789,-80.1839456,Civic & Social,Faith Community,Place of Worship,No
42049010303,Census Tract 103.03,Erie,Fairview Elementary School,"5145, Avonia Road, Fairview, PA, 16415",42.0239877,-80.247295,Education & Civic,School,K-12 School,No
42049010303,Census Tract 103.03,Erie,Fairview High School,"7466, McCray Road, Fairview, PA, 16415",42.0216796,-80.2456414,Education & Civic,School,K-12 School,No
42049010303,Census Tract 103.03,Erie,Fairview Middle School,"4967, Avonia Road, Fairview, PA, 16415",42.0256965,-80.2486032,Education & Civic,School,K-12 School,No
42049010303,Census Tract 103.03,Erie,Fortis Institute,"5757, West Ridge Road, Erie, PA, 16506",42.0604351,-80.2042729,Education & Civic,School,K-12 School,No
42049010303,Census Tract 103.03,Erie,Country Fair 18,"7495 W Ridge Rd, Fairview, PA 16415",42.03159,-80.25528,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010303,Census Tract 103.03,Erie,Dollar General 15315,"7538 W Ridge Rd, Fairview, PA 16415",42.03062,-80.25633,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010303,Census Tract 103.03,Erie,Dollar General 30272,"8181 W Avonia Rd, Fairview, PA 16415",41.9979,-80.23416,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010303,Census Tract 103.03,Erie,Getgo 3050,"8300 W Ridge Rd, Girard, PA 16417",42.0223,-80.27379,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010303,Census Tract 103.03,Erie,Fairview Family Dental,"7435, West Ridge Road, Fairview, PA, 16415",42.0326347,-80.2537537,Health,Clinic,Dental Office,No
42049010303,Census Tract 103.03,Erie,NeuroRestorative,"7289, West Ridge Road, Fairview, PA, 16415",42.0347687,-80.2498563,Health,Clinic,Outpatient Clinic,No
42049010303,Census Tract 103.03,Erie,The ANNA Wellness Center,"5617, West Ridge Road, Erie, PA, 16506",42.0622612,-80.2009321,Health,Clinic,Veterinary,No
42049010303,Census Tract 103.03,Erie,UPMC Outpatient Center,"7287, West Ridge Road, Fairview, PA, 16415",42.0360804,-80.2482662,Health,Clinic,Outpatient Clinic,No
42049010303,Census Tract 103.03,Erie,West County Dental,"7686, West Ridge Road, Fairview, PA, 16415",42.0277172,-80.2599087,Health,Clinic,Dental Office,No
42049010303,Census Tract 103.03,Erie,West Ridge Family Dental,"5712, West Ridge Road, Erie, PA, 16506",42.0623034,-80.2038189,Health,Clinic,Dental Office,No
42049010304,Census Tract 103.04,Erie,Fairview Fire Department,"7040, West Lake Road, Fairview, PA, 16415",42.0542803,-80.2495118,Civic & Social,Emergency Services,Fire Station,No
42049010304,Census Tract 103.04,Erie,Fairview Manor,"900, Manchester Road, Fairview, PA, 16415",42.0683122,-80.2289735,Civic & Social,Social Services,Social Services,No
42049010304,Census Tract 103.04,Erie,Manchester Commons Retirement Community,"6351, West Lake Road, Erie, PA, 16505",42.0675038,-80.2204375,Civic & Social,Social Services,Social Services,No
42049010304,Census Tract 103.04,Erie,New Life Community Church,"1755, Lord Road, Fairview, PA, 16415",42.0511689,-80.2559336,Civic & Social,Faith Community,Place of Worship,No
42049010304,Census Tract 103.04,Erie,Presbyterian Homes,"1225, School Road, Erie, PA, 16505",42.0691741,-80.220817,Civic & Social,Social Services,Social Services,No
42049010304,Census Tract 103.04,Erie,Saint Stephen's Episcopal Church,"1070, Dutch Road, Fairview, PA, 16415",42.0661087,-80.2345153,Civic & Social,Faith Community,Place of Worship,No
42049010304,Census Tract 103.04,Erie,Lincoln Community Center Library,"1255, Manchester Road, Erie, PA, 16505",42.0684098,-80.2226328,Education & Civic,Library,Public Library,No
42049010400,Census Tract 104,Erie,First National Bank,"4630, West 12th Street, Erie, PA, 16505",42.0828188,-80.1850936,Civic & Social,Financial,Bank/Credit Union,No
42049010400,Census Tract 104,Erie,FlightPath Fellowship,"4749, McMillen Drive, Erie, PA, 16505",42.0783497,-80.1882236,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,HVA Senior Living Alliance,"4631, West Lake Road, Erie, PA, 16505",42.082808,-80.1863103,Civic & Social,Social Services,Social Services,No
42049010400,Census Tract 104,Erie,Immanuel Lutheran Church,"1002, Powell Avenue, Erie, PA, 16505",42.0933014,-80.1688267,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,Koimisis Tis Theotokou Church,"4376, West Lake Road, Erie, PA, 16505",42.0882584,-80.1846379,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,Lake Shore Fire Department,"5310, West Lake Road, Erie, PA, 16505",42.0772014,-80.201165,Civic & Social,Emergency Services,Fire Station,No
42049010400,Census Tract 104,Erie,Lakewood United Methodist Church,"3856, West 10th Street, Erie, PA, 16505",42.0932988,-80.1708238,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,Millcreek Church of the Nazarene,"5353, Helen Street, Erie, PA, 16505",42.0745468,-80.2014537,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,Wayside Presbyterian Church,"1208, Asbury Road, Erie, PA, 16505",42.0830059,-80.1900629,Civic & Social,Faith Community,Place of Worship,No
42049010400,Census Tract 104,Erie,Westlake Middle School,"4330, West Lake Road, Erie, PA, 16505",42.0896817,-80.1836826,Education & Civic,School,K-12 School,No
42049010400,Census Tract 104,Erie,Country Fair 35,"4646 W 12th St, Erie, PA 16505",42.08192,-80.18652,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010500,Census Tract 105,Erie,Millcreek Fire Department,"2942, West 12th Street, Erie, PA, 16505",42.0994817,-80.147249,Civic & Social,Emergency Services,Fire Station,No
42049010500,Census Tract 105,Erie,Saint Julia Catholic Church,"3750, West Lake Road, Erie, PA, 16505",42.097224,-80.1700447,Civic & Social,Faith Community,Place of Worship,No
42049010500,Census Tract 105,Erie,West Lake Fire Department,"3762, West Lake Road, Erie, PA, 16505",42.0968765,-80.1707552,Civic & Social,Emergency Services,Fire Station,No
42049010500,Census Tract 105,Erie,Westlake Woods Assisted Living,"3302, West Lake Road, Erie, PA, 16505",42.1029698,-80.1611956,Civic & Social,Social Services,Social Services,No
42049010500,Census Tract 105,Erie,Cvs Pharmacy 2678,"1111 Peninsula Dr, Erie, PA 16505",42.10005,-80.14574,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010500,Census Tract 105,Erie,Dollar General 9327,"3759 W 12th St, Erie, PA 16505",42.09151,-80.16657,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010500,Census Tract 105,Erie,Sheetz 557,"750 Peninsula Dr, Erie, PA 16505",42.10427,-80.14882,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010500,Census Tract 105,Erie,Westside Market On Powell,"1119 Powell Ave, Erie, PA 16505",42.0924,-80.16734,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010500,Census Tract 105,Erie,Animal Ark Pet Hospital,"3024, West 12th Street, Erie, PA, 16505",42.0987027,-80.1496194,Health,Clinic,Veterinary,No
42049010500,Census Tract 105,Erie,Center For Focused Care,"3250, West Lake Road, Erie, PA, 16505",42.1035916,-80.1605387,Health,Clinic,Medical Office,No
42049010500,Census Tract 105,Erie,Concentra Urgent Care,"3010, West Lake Road, Erie, PA, 16505",42.1039686,-80.1526772,Health,Clinic,Outpatient Clinic,No
42049010500,Census Tract 105,Erie,UPMC Primary & Specialty Care,"1600, Peninsula Drive, Erie, PA, 16505",42.0963087,-80.1443901,Health,Clinic,Outpatient Clinic,No
42049010700,Census Tract 107,Erie,Americo Federal Credit Union,"2545, West 23rd Street, Erie, PA, 16506",42.0933752,-80.1315399,Civic & Social,Financial,Bank/Credit Union,No
42049010700,Census Tract 107,Erie,Bible Ambassadors,"2810, West 21st Street, Erie, PA, 16506",42.0933043,-80.1389879,Civic & Social,Faith Community,Place of Worship,No
42049010700,Census Tract 107,Erie,Christ United Methodist Church,"2615, West 32nd Street, Erie, PA, 16506",42.0849579,-80.1278019,Civic & Social,Faith Community,Place of Worship,No
42049010700,Census Tract 107,Erie,KeyBank,"2520, West 26th Street, Erie, PA, 16506",42.0918312,-80.1290365,Civic & Social,Financial,Bank/Credit Union,No
42049010700,Census Tract 107,Erie,Northwest Bank,"2863, West 26th Street, Erie, PA, 16506",42.0878169,-80.137013,Civic & Social,Financial,Bank/Credit Union,No
42049010700,Census Tract 107,Erie,PNC Bank,"2701, Legion Road, Erie, PA, 16506",42.0880193,-80.1354001,Civic & Social,Financial,Bank/Credit Union,No
42049010700,Census Tract 107,Erie,Sarah Reed Children's Center,"3227, Highland Road, Erie, PA, 16506",42.086045,-80.1248566,Civic & Social,Social Services,Social Services,No
42049010700,Census Tract 107,Erie,Sarah Reed Children's Center,"2445, West 34th Street, Erie, PA, 16506",42.084889,-80.1239634,Civic & Social,Social Services,Social Services,No
42049010700,Census Tract 107,Erie,United States Postal Service,"2711, Legion Road, Erie, PA, 16506",42.087806,-80.1340415,Civic & Social,Government,Post Office,No
42049010700,Census Tract 107,Erie,Christ United Methodist Preschool,"2615, West 32nd Street, Erie, PA, 16506",42.0848029,-80.1284239,Education & Civic,School,K-12 School,No
42049010700,Census Tract 107,Erie,Country Fair 40,"2617 W 26th St, Erie, PA 16506",42.08995,-80.13147,Food & Grocery,Convenience Store,Convenience Store,Yes
42049010700,Census Tract 107,Erie,Dollar General 7910,"2603 W 26th St, Erie, PA 16506",42.0893,-80.13119,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049010700,Census Tract 107,Erie,Dr. Fatica,"2702, Zuck Road, Erie, PA, 16506",42.0888713,-80.1317856,Health,Clinic,Medical Office,No
42049010700,Census Tract 107,Erie,"Dr. Robert Romeo, DMD","2634, West 30th Street, Erie, PA, 16506",42.0870459,-80.1307275,Health,Clinic,Dental Office,No
42049010700,Census Tract 107,Erie,Kupniewski Dentistry,"2330, West 38th Street, Erie, PA, 16506",42.0827662,-80.1198738,Health,Clinic,Dental Office,No
42049010700,Census Tract 107,Erie,Urgent Care Associates of Erie,"2861, West 26th Street, Erie, PA, 16506",42.0880373,-80.1362984,Health,Clinic,Outpatient Clinic,No
42049010800,Census Tract 108,Erie,Millcreek Fire Department,"3142, West 26th Street, Erie, PA, 16506",42.0862133,-80.1436789,Civic & Social,Emergency Services,Fire Station,No
