ZCTA5CE20,zcta,year,area_name,county_name,median_household_income,total_population,median_age,state,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,unemployment_rate,homeownership_rate,snap_participation_rate
16343,16343,2023,Reno,Venango,85139.0,616,36.8,PA,20.5,35.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.9,86.8,27.5
16344,16344,2023,Rouseville,Venango,56250.0,470,29.8,PA,21.5,10.2,14.9,1.2,97.7,0.0,0.0,0.0,2.3,9.3,59.1,38.4
16345,16345,2023,Russell,Warren,94722.0,3602,50.1,PA,6.3,17.1,10.8,2.9,95.1,0.2,1.5,2.2,1.0,7.2,92.5,6.2
16346,16346,2023,Seneca,Venango,68804.0,3246,48.5,PA,12.1,14.5,14.8,3.5,95.0,0.2,1.1,0.7,3.0,6.9,72.8,17.7
16347,16347,2023,Sheffield,Elk,51806.0,1538,42.9,PA,11.6,12.3,3.6,3.9,97.1,0.8,0.0,0.0,2.1,3.0,81.1,19.2
16350,16350,2023,Sugar Grove,Warren,67813.0,2486,41.0,PA,23.9,8.0,14.3,8.6,96.7,0.0,1.0,0.0,2.3,2.3,86.2,6.6
16351,16351,2023,Tidioute,Forest,50625.0,1552,53.2,PA,11.2,6.4,5.3,11.5,92.3,0.3,2.5,0.0,4.9,4.3,75.9,31.2
16352,16352,2023,Tiona,Warren,45417.0,220,52.0,PA,6.8,6.7,0.0,0.0,98.6,0.0,0.0,0.0,1.4,0.0,71.7,22.1
16353,16353,2023,Tionesta,Clarion,54674.0,2459,54.4,PA,15.0,9.1,3.6,11.1,98.1,0.0,0.5,0.2,1.2,3.8,84.0,17.1
16354,16354,2023,Titusville,Venango,45642.0,10120,46.6,PA,18.0,9.6,18.2,14.1,95.2,0.9,0.8,0.7,2.4,7.1,70.8,26.4
16360,16360,2023,Townville,Crawford,70833.0,1328,41.3,PA,18.4,17.1,14.3,3.3,93.1,3.6,2.3,0.0,1.0,2.6,82.5,16.3
16361,16361,2023,Tylersburg,Clarion,88750.0,38,40.0,PA,0.0,24.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,73.7,26.3
16362,16362,2023,Utica,Venango,63750.0,1018,52.1,PA,11.0,12.6,1.6,5.6,96.9,0.3,1.1,0.0,1.7,4.1,84.9,12.5
16364,16364,2023,Venus,Clarion,76953.0,1278,52.7,PA,9.7,9.8,0.0,4.6,98.0,0.0,0.0,0.1,1.9,1.2,87.7,9.5
16365,16365,2023,Warren,McKean,57694.0,17303,47.0,PA,11.2,15.2,15.1,6.1,95.3,1.4,0.6,0.4,2.3,3.0,70.9,12.7
16370,16370,2023,West Hickory,Forest,35179.0,327,48.0,PA,22.4,5.1,,7.4,93.9,6.1,0.0,0.0,-0.0,0.0,100.0,22.1
16371,16371,2023,Youngsville,Warren,55075.0,3165,45.6,PA,11.2,11.5,16.2,12.8,91.9,0.3,1.1,0.1,6.6,8.4,72.0,13.9
16372,16372,2023,Clintonville,Venango,43750.0,510,43.6,PA,9.2,5.7,5.3,8.8,94.9,0.0,0.0,0.0,5.1,12.4,60.4,18.8
16373,16373,2023,Emlenton,Clarion,65529.0,3217,44.8,PA,14.2,12.5,19.0,9.5,94.2,1.2,2.2,0.5,1.9,2.2,81.1,15.6
16374,16374,2023,Kennerdell,Venango,54688.0,1643,58.2,PA,8.2,12.5,5.1,7.3,98.2,0.0,0.2,0.0,1.6,1.2,85.6,12.7
16401,16401,2023,Albion,Crawford,67976.0,3842,48.0,PA,11.9,10.6,21.8,9.4,95.2,0.7,0.9,0.2,3.0,6.8,80.8,16.6
16402,16402,2023,Bear Lake,Warren,54783.0,570,54.2,PA,6.5,8.9,22.7,8.1,90.5,0.0,4.9,0.0,4.6,7.8,90.6,16.7
16403,16403,2023,Cambridge Springs,Crawford,69539.0,6979,40.6,PA,9.5,14.0,7.6,6.1,92.9,2.2,3.0,0.1,1.8,4.3,83.4,19.0
16404,16404,2023,Centerville,Crawford,62130.0,3396,41.0,PA,18.9,10.4,19.2,8.5,89.8,0.8,1.9,0.6,6.9,8.2,83.7,17.6
16405,16405,2023,Columbus,Warren,55938.0,557,49.7,PA,10.2,5.6,0.0,1.7,94.8,0.0,0.0,0.0,5.2,3.0,95.3,9.5
16406,16406,2023,Conneautville,Crawford,65559.0,3412,43.3,PA,14.0,9.7,28.3,8.4,95.3,0.6,2.2,0.2,1.7,5.4,80.7,17.8
16407,16407,2023,Corry,Crawford,48962.0,10555,42.8,PA,21.2,16.9,25.4,10.8,90.8,0.3,3.9,0.3,4.7,9.0,74.9,21.1
16410,16410,2023,Cranesville,Erie,91250.0,1987,43.5,PA,8.2,19.9,10.9,0.9,91.9,1.2,2.3,0.3,4.3,2.8,92.0,10.5
16411,16411,2023,East Springfield,Erie,67000.0,1287,43.6,PA,9.2,8.9,0.0,2.0,97.4,0.0,0.4,0.0,2.2,9.3,79.4,16.4
16412,16412,2023,Edinboro,Crawford,67659.0,9726,39.1,PA,15.2,31.8,37.6,4.1,94.3,0.7,3.3,0.0,1.7,5.5,66.9,12.6
16415,16415,2023,Fairview,Erie,105604.0,10251,43.2,PA,4.6,24.1,28.2,3.2,92.4,0.1,1.4,2.8,3.3,5.1,92.0,7.8
16416,16416,2023,Garland,Warren,72731.0,142,58.5,PA,19.0,0.0,,0.0,85.2,0.0,0.0,0.0,14.8,0.0,100.0,23.1
16417,16417,2023,Girard,Erie,80410.0,8400,46.9,PA,6.5,23.1,22.6,4.2,96.2,0.0,1.7,0.5,1.6,5.0,76.9,10.3
16420,16420,2023,Grand Valley,Venango,47321.0,434,57.7,PA,4.4,4.3,0.0,2.5,96.3,0.0,0.5,0.0,3.2,0.6,94.4,10.2
16421,16421,2023,Lake City,Erie,68088.0,2251,48.8,PA,16.2,16.7,0.0,1.1,95.0,0.0,0.6,0.0,4.4,1.7,59.6,10.1
16422,16422,2023,Harmonsburg,Crawford,,79,56.7,PA,49.4,32.3,,0.0,62.0,0.0,0.0,20.3,17.7,0.0,100.0,14.3
16423,16423,2023,Lowville/Wattsburg,Erie,73523.0,3880,45.2,PA,9.5,11.2,16.4,6.7,89.5,0.7,4.8,0.4,4.6,3.4,91.4,14.9
16424,16424,2023,Linesville,Crawford,56285.0,4328,52.0,PA,10.2,11.8,21.1,4.7,94.8,0.0,2.0,0.0,3.2,3.9,82.3,15.0
16426,16426,2023,McKean,Erie,79554.0,3324,50.2,PA,9.1,16.1,2.5,4.0,97.1,0.2,0.2,0.0,2.5,7.5,85.5,10.7
16427,16427,2023,Mill Village,Erie,58636.0,228,40.7,PA,10.1,5.0,5.9,2.3,97.4,0.0,0.4,0.0,2.2,4.2,80.7,27.3
16428,16428,2023,North East,Erie,77103.0,12508,42.0,PA,10.8,15.4,9.4,7.6,90.9,0.8,3.5,0.7,4.1,5.0,76.6,19.6
16430,16430,2023,Platea,Erie,125833.0,118,58.6,PA,14.4,26.3,0.0,0.0,94.9,0.0,0.0,0.0,5.1,0.0,76.0,0.0
16433,16433,2023,Saegertown,Crawford,73289.0,4935,44.8,PA,8.5,15.3,4.8,7.0,95.3,1.0,1.6,0.6,1.5,2.9,84.5,12.6
16434,16434,2023,Spartansburg,Crawford,57868.0,3008,27.9,PA,20.2,6.0,19.4,30.4,97.2,1.1,0.7,0.1,0.9,6.8,85.9,12.2
16435,16435,2023,Springboro,Crawford,56400.0,1678,50.0,PA,16.1,9.3,17.1,8.1,94.9,0.2,2.1,0.2,2.6,5.2,75.9,20.2
16436,16436,2023,Spring Creek,Warren,44205.0,824,54.5,PA,18.1,12.4,0.0,5.5,96.8,0.2,1.8,0.0,1.2,7.4,79.6,20.4
16438,16438,2023,Union City,Crawford,60559.0,7489,47.1,PA,13.7,10.9,12.3,8.1,92.5,0.0,3.7,0.5,3.3,8.8,73.9,24.4
16440,16440,2023,Venango,Crawford,71250.0,741,48.6,PA,8.0,18.9,9.8,2.9,88.4,1.5,0.4,0.0,9.7,6.1,83.7,8.3
16441,16441,2023,Waterford,Crawford,78367.0,9485,48.0,PA,7.2,13.8,26.8,2.8,96.0,0.3,2.7,0.1,0.9,5.9,86.2,8.3
16442,16442,2023,Wattsburg,Erie,69185.0,3091,39.8,PA,7.9,15.7,14.5,2.1,97.9,0.1,0.2,0.3,1.5,5.1,89.5,14.8
16443,16443,2023,West Springfield,Erie,75806.0,1170,38.8,PA,25.8,10.1,29.3,4.5,89.9,0.8,3.0,0.0,6.3,1.4,86.9,13.1
16444,16444,2023,Edinboro,Erie,,1104,19.8,PA,,0.0,,,81.3,7.8,4.3,6.2,0.4,3.8,,
16475,16475,2023,Albion,Erie,,2180,41.4,PA,,2.8,,,51.7,43.7,4.4,0.0,0.2,,,
16501,16501,2023,Erie Downtown,Erie,14579.0,1919,55.4,PA,61.0,18.0,19.5,66.4,75.3,13.9,4.4,4.7,1.7,15.6,3.2,71.8
16502,16502,2023,Erie West,Erie,34649.0,15815,32.7,PA,33.0,12.5,25.4,26.1,65.6,10.7,13.3,1.9,8.5,8.3,34.1,35.1
16503,16503,2023,Erie East,Erie,29108.0,15204,32.2,PA,39.7,8.8,35.0,30.0,44.8,37.5,9.9,1.8,6.0,12.4,37.4,54.6
16504,16504,2023,Erie South East,Erie,51988.0,15632,37.3,PA,14.8,16.9,25.4,7.9,72.6,9.8,6.4,2.6,8.6,7.8,71.0,20.3
16505,16505,2023,Erie Frontier/West,Erie,71370.0,15631,49.0,PA,9.2,26.1,34.7,6.0,92.5,1.0,3.0,1.5,2.0,5.5,75.0,11.2
16506,16506,2023,Erie Millcreek/West,Erie,84021.0,24190,44.0,PA,7.8,22.2,27.7,6.6,88.1,2.0,1.8,4.5,3.6,2.6,69.7,8.8
16507,16507,2023,Erie Downtown,Erie,34474.0,8653,29.4,PA,27.0,13.5,32.4,21.3,58.2,23.5,7.8,3.3,7.2,4.8,33.1,35.7
16508,16508,2023,Erie South Central,Erie,52361.0,15156,37.6,PA,14.3,17.9,26.8,8.1,80.1,5.2,4.1,1.0,9.6,5.8,65.7,21.3
16509,16509,2023,Erie Millcreek/South,Erie,68880.0,28133,42.7,PA,11.4,22.7,18.5,7.6,87.3,3.8,3.5,1.4,4.0,2.7,71.1,12.7
16510,16510,2023,Erie Harborcreek,Erie,64938.0,25152,40.8,PA,16.0,17.1,12.6,6.6,80.2,5.6,6.0,4.4,3.8,5.3,79.4,17.7
16511,16511,2023,Erie Lawrence Park,Erie,71644.0,11709,38.0,PA,12.8,21.3,25.1,8.8,80.0,10.1,5.8,1.3,2.8,2.2,73.7,16.8
16546,16546,2023,Erie,Erie,,1138,19.7,PA,,,,,85.9,5.2,2.6,5.7,0.6,6.1,,
16550,16550,2023,Erie,Erie,,0,,PA,,,,,,,,,,,,
16563,16563,2023,Erie Penn State Behrend,Erie,,1561,19.9,PA,,0.0,,,78.5,6.7,3.7,9.0,2.1,7.6,,
16616,16616,2023,Beccaria,Clearfield,,90,53.5,PA,41.1,0.0,100.0,13.5,100.0,0.0,0.0,0.0,0.0,19.2,75.7,37.8
16620,16620,2023,Brisbin,Clearfield,57083.0,350,52.4,PA,21.1,17.5,12.0,2.0,93.7,2.3,0.0,0.0,4.0,13.3,83.0,7.5
16627,16627,2023,Coalport,Clearfield,51047.0,2026,47.0,PA,14.5,8.2,20.2,5.8,92.8,1.0,0.5,0.0,5.7,8.6,85.4,16.2
16639,16639,2023,Fallentimber,Clearfield,72911.0,1391,48.2,PA,11.0,11.7,11.1,1.7,96.9,0.0,0.9,0.0,2.2,3.5,93.8,11.6
16640,16640,2023,Flinton,Clearfield,52500.0,942,51.2,PA,22.0,12.3,15.0,0.0,96.2,0.2,0.0,0.3,3.3,7.4,94.7,22.5
16645,16645,2023,Glen Hope,Clearfield,67813.0,212,51.5,PA,6.6,7.8,0.0,2.2,98.6,0.0,1.4,0.0,0.0,0.0,96.8,10.8
16646,16646,2023,Hastings,Clearfield,61929.0,2124,50.1,PA,5.9,7.8,22.1,6.0,97.5,0.0,0.1,0.0,2.4,3.6,89.0,14.4
16651,16651,2023,Houtzdale,Clearfield,64965.0,5777,42.6,PA,12.4,6.0,5.8,8.0,72.0,16.0,7.3,0.5,4.2,5.2,80.4,18.4
16656,16656,2023,Irvona,Clearfield,46081.0,1206,46.0,PA,23.3,11.6,28.3,10.9,90.0,0.0,2.4,0.2,7.4,4.4,88.1,18.5
16661,16661,2023,Madera,Clearfield,57059.0,922,49.5,PA,11.5,8.8,11.5,5.3,92.5,0.5,0.0,3.1,3.9,10.9,93.0,26.5
16666,16666,2023,Osceola Mills,Clearfield,55938.0,2774,50.0,PA,20.2,11.6,22.4,2.4,96.8,0.4,1.5,0.0,1.3,8.7,93.4,21.7
16668,16668,2023,Patton,Clearfield,60947.0,3620,45.1,PA,11.7,13.1,8.8,7.5,95.7,0.1,1.5,0.0,2.7,4.1,78.4,19.5
16671,16671,2023,Ramey,Clearfield,58750.0,417,48.5,PA,6.8,15.2,25.0,4.8,98.3,0.0,0.0,0.0,1.7,2.9,85.2,20.6
16680,16680,2023,Smithmill,Clearfield,78295.0,348,46.5,PA,14.1,15.3,0.0,2.6,100.0,0.0,0.0,0.0,0.0,2.0,90.3,12.9
16686,16686,2023,Tyrone,Clearfield,65641.0,13000,41.5,PA,10.7,14.1,12.6,7.9,96.0,0.4,1.8,0.1,1.7,4.9,73.0,16.7
16692,16692,2023,Westover,Clearfield,70893.0,912,30.1,PA,13.2,14.4,10.9,10.8,92.3,0.2,6.6,0.1,0.8,10.9,83.0,21.6
16701,16701,2023,Bradford,McKean,61996.0,16584,42.3,PA,16.4,15.0,21.8,10.1,93.5,1.1,1.6,0.7,3.1,4.0,77.2,20.1
16720,16720,2023,Austin,Cameron,50938.0,1196,50.3,PA,10.3,6.3,13.4,9.7,96.7,0.0,0.8,0.0,2.5,8.4,84.0,12.3
16724,16724,2023,Crosby,McKean,,73,26.9,PA,26.0,12.5,0.0,0.0,95.9,0.0,0.0,0.0,4.1,13.5,88.5,42.3
16725,16725,2023,Custer City,McKean,88393.0,140,34.7,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0
16726,16726,2023,Cyclone,McKean,73382.0,697,44.4,PA,20.5,5.6,0.0,0.0,98.6,0.0,0.0,0.0,1.4,3.1,92.6,20.2
16727,16727,2023,Derrick City,McKean,89243.0,227,8.0,PA,0.0,31.9,0.0,5.1,100.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0
16729,16729,2023,Duke Center,McKean,67941.0,708,46.5,PA,22.5,14.6,8.0,1.4,99.7,0.0,0.3,0.0,-0.0,7.9,83.0,23.5
16730,16730,2023,East Smethport,McKean,,38,62.5,PA,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16731,16731,2023,Eldred,McKean,59986.0,2397,51.1,PA,10.1,10.1,6.9,3.1,97.5,0.0,0.4,0.3,1.8,9.9,80.9,15.4
16732,16732,2023,Gifford,McKean,67461.0,253,58.8,PA,2.4,7.3,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,92.5,2.3
16733,16733,2023,Hazel Hurst,McKean,43438.0,204,65.4,PA,8.8,10.1,53.3,11.6,53.4,0.0,0.0,0.0,46.6,0.0,78.3,31.9
16734,16734,2023,James City,Elk,64028.0,176,47.9,PA,2.8,0.0,5.6,1.4,97.2,0.0,0.0,0.0,2.8,6.8,75.7,16.2
16735,16735,2023,Kane,Elk,58496.0,6465,44.2,PA,7.1,13.5,11.6,7.7,94.0,0.2,1.4,0.8,3.6,3.1,73.7,14.6
16738,16738,2023,Lewis Run,McKean,64450.0,2018,39.2,PA,9.1,5.8,14.5,2.2,54.9,30.3,12.4,0.2,2.2,2.4,86.4,8.8
16740,16740,2023,Mount Jewett,Elk,47222.0,823,43.9,PA,11.4,9.5,2.7,6.0,94.4,0.0,0.0,0.0,5.6,3.8,89.4,20.9
16743,16743,2023,Port Allegany,McKean,53846.0,3960,38.7,PA,21.5,13.9,22.4,5.0,95.1,0.1,1.5,0.4,2.9,8.3,74.1,26.3
16744,16744,2023,Rew,McKean,89500.0,183,44.3,PA,20.2,8.3,0.0,15.9,95.1,0.0,0.0,0.0,4.9,13.5,74.4,0.0
16745,16745,2023,Rixford,McKean,60313.0,685,53.7,PA,3.2,11.4,0.0,4.7,98.8,0.0,0.3,0.9,0.0,3.3,99.0,3.7
16746,16746,2023,Roulette,McKean,60606.0,1018,51.3,PA,14.4,7.8,11.3,3.2,96.0,0.5,0.0,0.0,3.5,8.4,86.8,22.6
16748,16748,2023,Shinglehouse,McKean,56838.0,2687,46.3,PA,11.8,8.5,6.8,6.5,97.8,0.0,0.3,0.0,1.9,6.3,75.6,14.5
16749,16749,2023,Smethport,Cameron,70114.0,3691,50.7,PA,12.1,11.3,4.6,6.8,95.8,0.7,1.8,0.1,1.6,5.0,82.9,8.6
16750,16750,2023,Turtlepoint,McKean,103906.0,463,52.3,PA,4.5,12.0,0.0,7.2,76.9,6.9,0.0,0.0,16.2,1.4,95.5,4.5
16821,16821,2023,Allport,Clearfield,101700.0,187,39.0,PA,0.0,28.1,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16825,16825,2023,Bigler,Clearfield,59669.0,265,27.4,PA,0.0,41.1,0.0,0.0,76.6,0.0,20.0,0.0,3.4,3.4,75.2,0.0
16830,16830,2023,Clearfield,Clearfield,56822.0,13698,43.1,PA,16.6,14.1,18.5,10.2,95.4,0.6,1.1,1.0,1.9,8.6,64.4,26.9
16833,16833,2023,Curwensville,Clearfield,57264.0,5280,44.0,PA,12.7,17.4,16.8,4.8,94.3,0.5,1.4,0.2,3.6,6.8,82.7,17.1
16834,16834,2023,Drifting,Clearfield,115241.0,711,37.7,PA,1.8,33.8,81.2,6.6,100.0,0.0,0.0,0.0,0.0,0.0,93.8,9.3
16836,16836,2023,Frenchville,Clearfield,59205.0,1106,54.8,PA,13.1,8.7,20.8,1.2,98.0,0.0,0.0,1.5,0.5,4.5,90.5,17.6
16837,16837,2023,Glen Richey,Clearfield,,104,68.7,PA,34.6,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,28.6
16838,16838,2023,Grampian,Clearfield,57446.0,1820,47.5,PA,18.6,9.3,39.0,2.6,96.2,0.0,2.1,0.2,1.5,7.2,77.9,20.7
16839,16839,2023,Grassflat,Clearfield,80069.0,437,41.1,PA,3.2,21.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,96.9,18.6
16840,16840,2023,Hawk Run,Clearfield,54805.0,247,55.4,PA,0.0,0.0,0.0,12.2,100.0,0.0,0.0,0.0,0.0,18.1,87.0,52.0
16843,16843,2023,Hyde,Clearfield,48221.0,179,56.2,PA,26.2,4.9,0.0,10.1,100.0,0.0,0.0,0.0,0.0,6.4,70.8,11.2
16845,16845,2023,Karthaus,Clearfield,66875.0,955,42.0,PA,9.4,3.7,15.8,1.8,84.6,6.3,6.0,0.0,3.1,6.6,93.3,9.5
16847,16847,2023,Kylertown,Clearfield,,316,38.9,PA,14.2,7.1,0.0,0.0,53.5,0.0,34.8,0.0,11.7,9.4,58.8,16.5
16849,16849,2023,Lanse,Clearfield,,101,47.6,PA,6.9,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,7.3
16855,16855,2023,Mineral Springs,Clearfield,,75,61.8,PA,13.3,0.0,0.0,30.8,100.0,0.0,0.0,0.0,0.0,26.7,79.5,0.0
16858,16858,2023,Morrisdale,Clearfield,57292.0,3953,51.0,PA,10.3,10.4,18.5,4.1,96.0,0.0,1.2,0.0,2.8,4.2,85.7,9.1
16859,16859,2023,Moshannon,Clearfield,56667.0,498,47.6,PA,11.7,7.9,0.0,10.9,98.4,0.0,0.4,0.4,0.8,5.8,93.6,10.5
16860,16860,2023,Munson,Clearfield,73225.0,393,52.8,PA,3.3,0.0,,0.0,87.5,0.0,12.5,0.0,0.0,0.0,100.0,18.5
16861,16861,2023,New Millport,Clearfield,21985.0,274,56.3,PA,27.7,2.9,0.0,13.2,97.8,0.0,0.0,2.2,0.0,9.4,96.5,16.0
16863,16863,2023,Olanta,Clearfield,65500.0,566,52.2,PA,12.0,9.0,0.0,4.2,95.8,0.0,0.0,0.0,4.2,4.5,79.4,13.0
16866,16866,2023,Philipsburg,Clearfield,48580.0,8924,45.3,PA,17.0,12.0,23.4,13.1,86.2,5.6,5.7,0.6,1.9,4.7,66.5,23.2
16871,16871,2023,Pottersdale,Clearfield,55536.0,23,59.5,PA,0.0,35.0,0.0,0.0,91.3,0.0,8.7,0.0,0.0,0.0,40.0,0.0
16876,16876,2023,Wallaceton,Clearfield,68333.0,235,47.1,PA,14.0,9.0,13.3,11.5,95.3,3.4,0.0,0.0,1.3,8.8,84.4,21.9
16878,16878,2023,West Decatur,Clearfield,65000.0,1784,45.6,PA,16.4,7.6,46.8,4.2,97.5,0.4,1.0,0.2,0.9,7.0,85.4,21.0
16879,16879,2023,Winburne,Clearfield,78036.0,300,54.0,PA,3.0,10.6,0.0,0.0,99.0,0.0,0.0,0.0,1.0,2.4,87.5,16.2
16881,16881,2023,Woodland,Clearfield,60313.0,2349,47.0,PA,15.2,8.4,4.2,2.5,93.5,0.5,1.0,0.0,5.0,5.1,92.1,27.6
17764,17764,2023,Renovo,Cameron,40847.0,2460,52.8,PA,21.7,5.7,18.3,14.4,91.9,0.7,2.1,0.2,5.1,14.8,66.9,28.6
17778,17778,2023,Westport,Clearfield,48750.0,73,54.1,PA,5.5,5.7,0.0,7.9,100.0,0.0,0.0,0.0,0.0,0.0,81.6,5.3
