ZCTA5CE20,zcta,year,area_name,county_name,median_household_income,total_population,median_age,state,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,unemployment_rate,homeownership_rate,snap_participation_rate
16311,16311,2021,Carlton,Venango,63750.0,400,52.4,PA,4.8,7.4,0.0,6.8,98.2,0.0,1.2,0.0,0.6,0.5,92.6,10.5
16312,16312,2021,Chandlers Valley,Warren,,0,,PA,,,,,,,,,,,,
16313,16313,2021,Clarendon,McKean,50132.0,1876,51.5,PA,18.0,7.5,8.7,4.2,97.3,0.0,0.6,0.5,1.6,6.0,80.9,12.9
16314,16314,2021,Cochranton,Venango,59796.0,5354,43.6,PA,6.5,11.5,3.5,3.4,95.8,0.3,0.7,0.5,2.7,5.3,85.0,9.7
16316,16316,2021,Conneaut Lake,Crawford,61384.0,4685,51.0,PA,8.3,14.0,17.9,3.2,96.4,0.0,1.9,0.3,1.4,4.9,85.2,11.4
16317,16317,2021,Cooperstown,Venango,50542.0,1334,48.5,PA,11.2,7.6,42.1,1.9,97.3,0.0,1.0,0.0,1.7,12.4,81.1,14.7
16319,16319,2021,Cranberry,Clarion,60000.0,1248,56.0,PA,5.3,10.1,0.0,1.3,95.7,0.0,4.2,0.0,0.1,0.6,94.7,9.3
16321,16321,2021,East Hickory,Forest,,16,62.5,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.3,40.0
16322,16322,2021,Endeavor,Forest,28438.0,102,50.6,PA,39.2,0.0,,8.9,100.0,0.0,0.0,0.0,0.0,15.6,100.0,6.7
16323,16323,2021,Franklin,Venango,56375.0,15088,47.7,PA,11.4,12.3,17.3,6.6,93.7,2.3,0.8,0.5,2.7,6.2,70.0,16.4
16326,16326,2021,Fryburg,Clarion,76875.0,225,57.1,PA,2.2,14.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.4,79.4,0.0
16327,16327,2021,Guys Mills,Venango,62266.0,2605,42.6,PA,6.3,13.3,19.7,2.7,95.6,1.2,1.3,0.3,1.6,3.4,88.0,8.2
16328,16328,2021,Hydetown,Crawford,51875.0,235,49.8,PA,17.0,7.0,7.1,2.2,98.7,0.0,0.0,0.0,1.3,19.3,69.9,31.2
16329,16329,2021,Irvine,Warren,65179.0,433,49.7,PA,2.1,2.9,0.0,8.7,98.6,0.0,0.0,0.0,1.4,2.5,90.2,6.4
16331,16331,2021,Kossuth,Clarion,94167.0,96,53.2,PA,0.0,28.4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0
16332,16332,2021,Lickingville,Clarion,,44,51.8,PA,9.1,11.4,100.0,23.5,100.0,0.0,0.0,0.0,0.0,0.0,76.5,17.6
16333,16333,2021,Ludlow,McKean,41500.0,245,57.9,PA,7.8,4.3,0.0,6.4,98.0,0.0,0.8,0.0,1.2,23.3,92.7,17.3
16334,16334,2021,Marble,Clarion,58393.0,412,48.6,PA,10.2,12.2,7.3,1.5,100.0,0.0,0.0,0.0,0.0,0.0,79.4,1.5
16335,16335,2021,Meadville,Crawford,53672.0,27493,43.3,PA,13.4,14.9,18.8,12.9,91.4,2.8,1.6,1.0,3.2,6.4,61.0,21.8
16340,16340,2021,Pittsfield,Warren,59135.0,1777,45.2,PA,10.2,11.7,4.1,2.8,93.9,0.0,1.4,1.7,3.0,3.9,89.4,12.8
16341,16341,2021,Pleasantville,Venango,54301.0,1727,53.3,PA,11.6,14.1,17.6,2.4,94.6,0.0,3.3,1.3,0.8,6.3,91.0,9.3
16342,16342,2021,Polk,Venango,64839.0,2403,53.2,PA,19.1,11.3,25.0,4.0,95.4,0.2,0.5,0.7,3.2,4.6,88.8,16.5
16343,16343,2021,Reno,Venango,73843.0,601,41.3,PA,19.6,26.4,0.0,0.0,97.5,2.5,0.0,0.0,0.0,6.1,93.1,12.4
16344,16344,2021,Rouseville,Venango,48646.0,468,32.2,PA,22.0,3.3,16.0,4.5,99.1,0.0,0.9,0.0,0.0,13.3,47.5,32.4
16345,16345,2021,Russell,Warren,84707.0,3642,49.3,PA,5.8,16.2,9.1,2.9,95.7,0.3,1.4,0.6,2.0,5.0,92.5,5.4
16346,16346,2021,Seneca,Venango,58158.0,3335,46.3,PA,12.9,17.4,20.6,8.7,94.9,0.3,1.5,1.2,2.1,8.9,66.2,21.1
16347,16347,2021,Sheffield,Elk,51950.0,1640,50.3,PA,7.7,10.8,23.3,3.9,95.7,0.7,3.2,0.0,0.4,5.5,81.4,13.0
16350,16350,2021,Sugar Grove,Warren,49471.0,2476,38.6,PA,24.6,7.6,16.3,7.3,96.8,0.2,0.1,0.0,2.9,4.8,84.5,10.0
16351,16351,2021,Tidioute,Forest,42532.0,1727,54.8,PA,16.5,8.4,6.0,8.0,91.7,0.5,4.6,0.6,2.6,6.9,77.4,24.4
16352,16352,2021,Tiona,Warren,41250.0,205,53.1,PA,12.2,6.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,85.1,24.3
16353,16353,2021,Tionesta,Clarion,49698.0,2695,56.8,PA,13.6,9.0,5.4,5.2,99.5,0.0,0.0,0.2,0.3,7.5,84.0,16.2
16354,16354,2021,Titusville,Venango,42120.0,10572,44.1,PA,20.4,9.7,16.4,11.5,96.4,1.1,0.9,0.8,0.8,7.0,68.4,24.4
16360,16360,2021,Townville,Crawford,58875.0,1333,43.3,PA,19.0,17.3,12.3,3.0,96.9,1.5,0.4,0.0,1.2,6.4,78.3,14.5
16361,16361,2021,Tylersburg,Clarion,69688.0,21,63.8,PA,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,70.6,29.4
16362,16362,2021,Utica,Venango,58750.0,947,53.4,PA,11.1,16.1,2.2,4.3,98.3,0.6,1.0,0.0,0.1,4.2,88.4,9.4
16364,16364,2021,Venus,Clarion,70550.0,1303,48.9,PA,9.4,10.4,0.0,6.0,99.5,0.0,0.0,0.0,0.5,1.3,84.2,9.0
16365,16365,2021,Warren,McKean,54740.0,17423,47.2,PA,11.3,14.9,13.4,7.0,95.7,0.9,0.9,0.4,2.1,4.9,70.1,14.0
16370,16370,2021,West Hickory,Forest,48000.0,230,51.5,PA,20.4,11.7,0.0,2.3,100.0,0.0,0.0,0.0,0.0,0.0,90.9,14.8
16371,16371,2021,Youngsville,Warren,50243.0,3182,44.5,PA,12.3,13.0,19.2,10.6,91.7,0.6,1.4,0.1,6.2,6.2,74.6,13.1
16372,16372,2021,Clintonville,Venango,52596.0,565,41.7,PA,14.2,7.4,0.0,8.9,89.7,0.0,0.0,3.4,6.9,15.5,69.4,17.4
16373,16373,2021,Emlenton,Clarion,61964.0,3069,44.1,PA,13.2,12.3,20.9,9.7,95.0,1.6,1.0,1.0,1.4,3.4,83.2,12.5
16374,16374,2021,Kennerdell,Venango,45938.0,1592,56.5,PA,11.8,9.7,8.4,8.3,97.3,0.0,0.8,0.0,1.9,1.8,87.0,11.8
16401,16401,2021,Albion,Crawford,62026.0,4108,47.0,PA,9.4,12.9,23.9,6.6,95.5,0.9,1.7,0.4,1.5,4.9,79.8,17.1
16402,16402,2021,Bear Lake,Warren,63571.0,717,51.4,PA,8.6,7.5,24.0,10.5,97.4,0.0,0.0,0.0,2.6,7.3,90.9,7.2
16403,16403,2021,Cambridge Springs,Crawford,61515.0,6877,39.9,PA,10.2,15.3,12.6,6.6,92.0,3.1,2.8,0.6,1.5,6.2,81.1,19.1
16404,16404,2021,Centerville,Crawford,53534.0,3256,44.3,PA,17.9,8.4,17.4,6.7,93.0,0.6,0.9,0.3,5.2,9.4,82.0,18.8
16405,16405,2021,Columbus,Warren,65114.0,552,50.1,PA,9.4,5.6,0.0,0.0,91.5,0.5,0.0,0.0,8.0,6.9,90.7,7.9
16406,16406,2021,Conneautville,Crawford,57976.0,3408,41.9,PA,13.6,11.0,26.3,6.8,97.6,0.9,0.6,0.0,0.9,7.9,81.9,16.2
16407,16407,2021,Corry,Crawford,48386.0,10915,42.8,PA,19.3,14.3,25.9,13.0,90.7,2.0,2.5,0.4,4.4,7.7,72.7,22.2
16410,16410,2021,Cranesville,Erie,86300.0,1952,47.7,PA,7.3,17.4,10.3,1.1,95.5,1.6,1.7,0.3,0.9,2.8,94.1,5.6
16411,16411,2021,East Springfield,Erie,67281.0,1406,43.6,PA,6.5,8.8,0.0,4.0,96.2,0.0,1.9,0.0,1.9,11.8,84.3,10.4
16412,16412,2021,Edinboro,Crawford,60882.0,9635,39.1,PA,16.5,30.8,36.5,5.7,95.0,0.8,2.2,0.5,1.5,5.1,68.5,11.7
16415,16415,2021,Fairview,Erie,93207.0,9784,39.8,PA,5.2,24.0,50.2,5.1,91.2,0.6,3.0,1.4,3.8,4.8,91.5,10.5
16416,16416,2021,Garland,Warren,62917.0,149,61.1,PA,2.0,0.0,,0.0,88.6,0.0,0.0,0.0,11.4,0.0,100.0,16.4
16417,16417,2021,Girard,Erie,71888.0,8694,45.0,PA,11.6,20.2,18.9,4.2,93.5,0.0,4.6,0.5,1.4,3.5,71.6,15.2
16420,16420,2021,Grand Valley,Venango,45000.0,457,54.3,PA,9.0,8.0,0.0,2.0,99.8,0.0,0.0,0.0,0.2,5.8,91.9,8.6
16421,16421,2021,Lake City,Erie,70645.0,2422,48.3,PA,14.6,18.2,0.0,2.6,97.3,0.2,0.2,0.0,2.3,2.1,61.0,3.4
16422,16422,2021,Harmonsburg,Crawford,72788.0,281,44.3,PA,3.6,40.2,,0.0,100.0,0.0,0.0,0.0,0.0,9.5,100.0,18.8
16423,16423,2021,Lowville/Wattsburg,Erie,62955.0,3851,39.1,PA,9.3,14.7,15.1,5.9,88.8,0.6,5.7,0.2,4.7,4.3,85.1,19.1
16424,16424,2021,Linesville,Crawford,51399.0,4544,48.4,PA,12.8,10.8,23.5,6.8,96.7,0.0,2.0,0.0,1.3,5.5,84.5,15.7
16426,16426,2021,McKean,Erie,71917.0,3476,50.9,PA,12.5,12.8,5.0,4.6,95.3,0.4,0.0,0.0,4.3,6.3,82.5,11.8
16427,16427,2021,Mill Village,Erie,47875.0,178,45.5,PA,19.1,6.1,17.4,2.6,92.1,1.1,0.6,1.7,4.5,7.1,70.1,24.7
16428,16428,2021,North East,Erie,66250.0,12614,40.9,PA,9.4,14.2,14.5,6.6,90.6,1.4,4.4,0.4,3.2,6.0,73.8,16.6
16430,16430,2021,Platea,Erie,95875.0,178,55.7,PA,7.9,15.9,0.0,0.0,97.8,0.0,0.0,0.0,2.2,0.0,81.7,0.0
16433,16433,2021,Saegertown,Crawford,63058.0,5039,44.6,PA,6.7,15.3,2.7,6.9,95.4,0.6,1.3,0.5,2.2,3.3,83.9,11.9
16434,16434,2021,Spartansburg,Crawford,51071.0,3232,26.9,PA,26.0,7.0,12.5,25.4,97.9,1.1,0.3,0.1,0.6,7.6,85.7,10.9
16435,16435,2021,Springboro,Crawford,55000.0,1689,45.1,PA,13.1,9.9,8.5,9.1,94.9,0.8,2.0,0.8,1.5,7.0,80.4,16.8
16436,16436,2021,Spring Creek,Warren,45000.0,801,44.1,PA,17.5,13.5,0.0,2.9,96.4,0.2,1.5,0.0,1.9,12.8,83.3,9.4
16438,16438,2021,Union City,Crawford,54641.0,7246,47.2,PA,12.2,11.6,15.2,10.5,94.4,0.0,3.3,0.5,1.8,8.3,75.7,21.6
16440,16440,2021,Venango,Crawford,65729.0,811,46.8,PA,6.8,17.7,3.8,5.9,90.5,1.0,1.0,0.2,7.3,6.6,84.4,3.5
16441,16441,2021,Waterford,Crawford,71412.0,9407,46.9,PA,7.2,12.7,24.0,4.6,95.6,0.2,2.8,0.2,1.2,4.8,85.2,9.4
16442,16442,2021,Wattsburg,Erie,67050.0,3231,36.9,PA,5.8,12.3,4.7,3.4,97.2,0.4,0.4,0.3,1.7,6.9,84.6,15.0
16443,16443,2021,West Springfield,Erie,54034.0,1033,40.9,PA,14.2,3.2,100.0,3.0,94.4,1.3,1.0,0.0,3.3,6.1,92.0,11.0
16444,16444,2021,Edinboro,Erie,,917,19.7,PA,,,,,87.0,6.8,2.7,1.6,1.9,5.3,,
16475,16475,2021,Albion,Erie,,2496,39.7,PA,,1.9,,,48.2,46.6,4.5,0.0,0.7,,,
16501,16501,2021,Erie Downtown,Erie,13395.0,1553,53.9,PA,64.0,14.9,24.2,67.3,71.4,17.6,7.6,0.3,3.1,20.7,2.1,74.2
16502,16502,2021,Erie West,Erie,33245.0,15548,35.3,PA,31.8,13.1,30.5,22.3,66.8,9.0,13.2,2.4,8.6,9.3,35.9,30.1
16503,16503,2021,Erie East,Erie,27060.0,15876,30.4,PA,37.2,7.0,31.7,30.9,45.4,33.5,13.8,2.7,4.6,12.6,36.7,54.3
16504,16504,2021,Erie South East,Erie,43758.0,15922,37.0,PA,23.1,17.1,26.7,10.8,77.2,12.7,2.6,2.6,4.9,7.8,67.4,20.2
16505,16505,2021,Erie Frontier/West,Erie,65767.0,16081,49.0,PA,10.2,25.8,29.6,7.4,92.9,1.5,1.4,1.6,2.6,6.1,75.5,10.5
16506,16506,2021,Erie Millcreek/West,Erie,77137.0,24635,44.7,PA,6.4,23.0,29.1,7.0,91.8,1.3,1.6,3.1,2.2,2.6,72.3,8.3
16507,16507,2021,Erie Downtown,Erie,33401.0,9111,30.8,PA,28.1,15.0,32.3,19.1,64.0,18.1,6.1,2.2,9.6,5.2,31.5,32.4
16508,16508,2021,Erie South Central,Erie,50625.0,15438,37.5,PA,12.8,19.9,24.0,9.0,83.0,6.6,2.6,1.5,6.3,5.3,64.8,18.9
16509,16509,2021,Erie Millcreek/South,Erie,64151.0,27969,42.0,PA,12.1,24.2,16.6,6.1,87.4,3.2,3.8,1.7,3.9,3.4,68.7,12.1
16510,16510,2021,Erie Harborcreek,Erie,59060.0,25483,39.8,PA,16.0,16.6,18.4,7.1,78.0,7.7,6.8,3.8,3.7,7.8,80.1,16.4
16511,16511,2021,Erie Lawrence Park,Erie,57177.0,11555,37.1,PA,15.0,19.8,19.0,12.0,81.8,9.0,4.8,2.1,2.3,2.6,65.6,20.9
16546,16546,2021,Erie,Erie,,996,19.5,PA,,,,,87.0,2.3,3.4,5.5,1.8,2.3,,
16550,16550,2021,Erie,Erie,,0,,PA,,,,,,,,,,,,
16563,16563,2021,Erie Penn State Behrend,Erie,,1556,19.5,PA,,0.0,,,78.5,5.3,0.5,12.9,2.8,7.0,,
16616,16616,2021,Beccaria,Clearfield,29375.0,154,56.3,PA,29.2,2.5,36.8,8.7,100.0,0.0,0.0,0.0,0.0,10.4,72.5,43.5
16620,16620,2021,Brisbin,Clearfield,48875.0,338,51.5,PA,18.0,15.5,27.6,6.1,90.2,1.5,5.6,0.3,2.4,11.2,77.9,8.4
16627,16627,2021,Coalport,Clearfield,46971.0,2254,44.3,PA,17.5,9.2,11.1,4.8,88.6,0.5,0.6,0.0,10.3,10.7,88.4,17.5
16639,16639,2021,Fallentimber,Clearfield,65339.0,1429,48.0,PA,9.2,8.9,0.0,1.2,97.5,0.0,0.5,0.0,2.0,6.9,94.5,13.3
16640,16640,2021,Flinton,Clearfield,55781.0,885,47.3,PA,22.0,13.1,25.0,3.7,98.5,0.2,0.2,0.2,0.9,3.3,94.4,16.6
16645,16645,2021,Glen Hope,Clearfield,60417.0,190,52.0,PA,1.6,2.8,0.0,4.8,99.5,0.0,0.5,0.0,0.0,0.0,98.8,14.5
16646,16646,2021,Hastings,Clearfield,54397.0,2175,47.4,PA,6.5,9.4,16.5,5.0,99.3,0.0,0.3,0.0,0.4,3.6,87.3,16.5
16651,16651,2021,Houtzdale,Clearfield,60230.0,6034,42.8,PA,10.8,5.9,4.4,7.2,70.4,18.5,6.2,0.4,4.5,6.4,80.5,19.5
16656,16656,2021,Irvona,Clearfield,42188.0,1202,48.7,PA,17.5,9.9,22.4,11.1,94.8,0.0,2.1,0.0,3.1,8.2,87.6,19.0
16661,16661,2021,Madera,Clearfield,45729.0,929,46.3,PA,18.7,7.2,54.1,2.1,97.1,0.4,0.0,2.3,0.2,14.4,90.2,30.0
16666,16666,2021,Osceola Mills,Clearfield,42486.0,2945,53.0,PA,23.1,8.0,6.6,0.8,96.6,0.1,2.6,0.1,0.6,7.4,91.9,19.5
16668,16668,2021,Patton,Clearfield,61092.0,3502,44.2,PA,7.5,13.4,11.7,9.2,96.9,0.1,0.9,0.0,2.1,4.6,81.2,17.7
16671,16671,2021,Ramey,Clearfield,60000.0,424,45.4,PA,4.5,14.0,25.0,5.3,97.9,0.0,0.5,0.0,1.6,3.0,78.8,18.2
16680,16680,2021,Smithmill,Clearfield,61667.0,323,43.3,PA,6.5,10.9,0.0,4.6,90.1,6.8,0.0,0.0,3.1,3.6,87.7,7.7
16686,16686,2021,Tyrone,Clearfield,58041.0,13746,40.5,PA,10.0,14.7,12.2,7.3,94.5,0.7,2.3,0.3,2.2,5.7,71.7,13.9
16692,16692,2021,Westover,Clearfield,64318.0,897,37.2,PA,13.0,14.4,0.0,10.1,94.3,0.1,4.5,0.2,0.9,10.3,81.8,22.8
16701,16701,2021,Bradford,McKean,51725.0,16928,42.0,PA,18.0,14.8,25.0,12.3,93.8,0.7,2.1,0.7,2.7,6.0,72.6,21.4
16720,16720,2021,Austin,Cameron,46813.0,1235,49.7,PA,10.5,8.1,19.1,8.0,98.2,0.0,0.0,0.0,1.8,5.1,85.7,13.4
16724,16724,2021,Crosby,McKean,41875.0,98,46.1,PA,3.1,10.0,0.0,4.9,96.9,0.0,0.0,0.0,3.1,7.3,90.2,31.7
16725,16725,2021,Custer City,McKean,,64,34.2,PA,0.0,51.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0
16726,16726,2021,Cyclone,McKean,52813.0,537,48.8,PA,11.0,7.3,7.5,2.2,98.7,0.0,0.0,0.0,1.3,2.5,76.2,17.0
16727,16727,2021,Derrick City,McKean,79414.0,209,25.4,PA,0.0,28.8,0.0,5.5,100.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0
16729,16729,2021,Duke Center,McKean,51080.0,733,42.3,PA,21.0,12.6,26.8,2.4,100.0,0.0,0.0,0.0,0.0,11.6,80.6,17.3
16730,16730,2021,East Smethport,McKean,42045.0,102,61.3,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,88.5,9.6
16731,16731,2021,Eldred,McKean,54813.0,2400,49.8,PA,9.5,10.4,6.8,3.4,98.7,0.3,0.0,0.2,0.8,10.2,79.2,11.4
16732,16732,2021,Gifford,McKean,57750.0,129,60.6,PA,0.0,11.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0
16733,16733,2021,Hazel Hurst,McKean,34375.0,181,65.3,PA,10.5,9.6,46.7,21.3,48.1,0.0,0.0,0.0,51.9,8.1,68.1,38.3
16734,16734,2021,James City,Elk,50417.0,208,50.1,PA,1.5,1.8,0.0,1.9,97.6,0.0,0.0,0.0,2.4,7.1,77.7,13.6
16735,16735,2021,Kane,Elk,47383.0,6158,44.7,PA,11.0,13.4,4.3,5.6,95.0,0.8,1.9,0.5,1.8,5.3,75.0,15.5
16738,16738,2021,Lewis Run,McKean,66563.0,2321,39.9,PA,10.3,7.3,27.8,1.6,53.7,30.1,13.4,0.0,2.8,3.9,89.2,11.8
16740,16740,2021,Mount Jewett,Elk,45441.0,962,39.6,PA,12.2,8.2,5.5,8.1,94.6,0.0,0.0,0.0,5.4,3.0,80.4,24.7
16743,16743,2021,Port Allegany,McKean,54451.0,3848,42.0,PA,16.7,12.2,25.4,4.7,96.0,0.1,1.8,0.4,1.7,8.1,74.8,21.1
16744,16744,2021,Rew,McKean,,224,44.2,PA,19.6,7.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.1,79.5,0.0
16745,16745,2021,Rixford,McKean,46607.0,663,50.5,PA,2.0,10.0,0.0,3.6,99.2,0.0,0.0,0.8,-0.0,2.2,97.9,5.4
16746,16746,2021,Roulette,McKean,53992.0,1036,47.7,PA,12.4,11.3,33.3,1.8,95.1,0.1,0.4,0.2,4.2,4.2,89.7,18.2
16748,16748,2021,Shinglehouse,McKean,48049.0,2789,46.3,PA,15.1,8.4,0.8,7.3,99.1,0.1,0.6,0.0,0.2,7.0,75.9,17.2
16749,16749,2021,Smethport,Cameron,53611.0,3902,45.1,PA,16.6,12.8,14.6,4.8,96.8,0.5,1.7,0.1,0.9,4.6,78.1,11.1
16750,16750,2021,Turtlepoint,McKean,90833.0,605,46.2,PA,8.8,8.4,14.3,2.6,81.3,3.0,0.0,0.0,15.7,3.7,94.9,3.3
16821,16821,2021,Allport,Clearfield,57368.0,228,56.1,PA,0.0,5.5,,20.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,51.1
16825,16825,2021,Bigler,Clearfield,62721.0,225,26.3,PA,0.0,41.7,0.0,11.3,69.8,0.0,30.2,0.0,0.0,0.0,88.7,11.3
16830,16830,2021,Clearfield,Clearfield,49623.0,13571,41.3,PA,18.2,13.9,23.6,11.9,97.6,0.2,1.4,0.5,0.3,7.3,66.4,24.9
16833,16833,2021,Curwensville,Clearfield,50778.0,5261,44.0,PA,11.1,15.4,20.4,6.4,95.0,0.4,0.9,0.2,3.5,8.5,80.5,16.4
16834,16834,2021,Drifting,Clearfield,98644.0,609,45.1,PA,2.1,34.3,81.2,5.5,100.0,0.0,0.0,0.0,0.0,0.0,93.2,8.0
16836,16836,2021,Frenchville,Clearfield,52917.0,1085,51.3,PA,8.6,6.4,20.0,0.6,99.4,0.2,0.0,0.0,0.4,5.9,88.3,20.0
16837,16837,2021,Glen Richey,Clearfield,,101,27.5,PA,32.7,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0
16838,16838,2021,Grampian,Clearfield,52917.0,1877,48.4,PA,23.6,9.4,43.7,2.3,92.4,0.0,6.6,0.1,0.9,7.5,76.8,20.8
16839,16839,2021,Grassflat,Clearfield,55893.0,505,31.6,PA,39.2,9.7,81.8,0.0,100.0,0.0,0.0,0.0,0.0,18.3,85.6,28.8
16840,16840,2021,Hawk Run,Clearfield,74732.0,387,34.1,PA,0.0,9.6,0.0,11.6,100.0,0.0,0.0,0.0,0.0,0.0,92.2,32.6
16843,16843,2021,Hyde,Clearfield,34464.0,557,52.4,PA,44.4,1.4,21.4,3.7,100.0,0.0,0.0,0.0,0.0,12.5,82.7,23.0
16845,16845,2021,Karthaus,Clearfield,60625.0,979,45.1,PA,10.8,4.6,17.6,1.7,91.4,3.2,1.7,0.0,3.7,7.5,94.4,7.9
16847,16847,2021,Kylertown,Clearfield,65156.0,390,38.8,PA,10.3,6.9,0.0,0.0,53.6,0.0,43.3,0.0,3.1,6.2,75.8,15.8
16849,16849,2021,Lanse,Clearfield,28750.0,108,58.0,PA,6.5,4.3,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,5.9
16855,16855,2021,Mineral Springs,Clearfield,,73,42.1,PA,0.0,0.0,0.0,34.2,100.0,0.0,0.0,0.0,0.0,30.6,71.1,0.0
16858,16858,2021,Morrisdale,Clearfield,57946.0,3790,49.3,PA,10.0,7.7,15.0,6.1,96.9,0.0,0.8,0.0,2.3,6.5,81.2,8.3
16859,16859,2021,Moshannon,Clearfield,67500.0,467,50.5,PA,3.6,9.7,0.0,11.5,94.2,0.0,5.8,0.0,-0.0,3.4,93.0,3.0
16860,16860,2021,Munson,Clearfield,65673.0,308,52.4,PA,2.9,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0
16861,16861,2021,New Millport,Clearfield,19531.0,270,57.3,PA,14.2,6.8,0.0,7.5,95.9,0.0,0.0,4.1,-0.0,6.6,97.9,22.6
16863,16863,2021,Olanta,Clearfield,66500.0,540,50.6,PA,10.2,7.2,10.0,9.0,98.3,0.0,0.0,0.0,1.7,9.9,82.9,9.8
16866,16866,2021,Philipsburg,Clearfield,45993.0,9868,45.7,PA,14.2,11.2,18.1,14.8,83.2,5.6,8.2,1.3,1.7,3.9,67.5,19.4
16871,16871,2021,Pottersdale,Clearfield,66500.0,62,31.6,PA,0.0,35.6,0.0,0.0,98.4,0.0,1.6,0.0,-0.0,0.0,80.0,0.0
16876,16876,2021,Wallaceton,Clearfield,43125.0,246,45.5,PA,15.4,5.1,5.3,7.8,99.6,0.0,0.0,0.0,0.4,12.5,81.4,28.4
16878,16878,2021,West Decatur,Clearfield,65948.0,1817,48.1,PA,13.7,8.0,39.3,3.1,98.5,0.4,0.3,0.2,0.6,7.6,87.8,15.7
16879,16879,2021,Winburne,Clearfield,43500.0,374,52.0,PA,20.1,8.4,0.0,1.9,98.9,0.0,0.0,0.0,1.1,9.5,80.1,23.7
16881,16881,2021,Woodland,Clearfield,42721.0,2402,49.0,PA,17.4,8.4,0.0,1.1,93.8,0.0,0.0,0.0,6.2,6.3,84.6,29.6
17764,17764,2021,Renovo,Cameron,39361.0,2337,52.2,PA,21.5,6.9,15.5,14.5,93.0,0.6,3.5,0.2,2.7,11.6,68.2,24.6
17778,17778,2021,Westport,Clearfield,,143,31.8,PA,10.5,2.4,20.0,4.3,100.0,0.0,0.0,0.0,0.0,0.0,78.7,4.3
15711,15711,2022,Anita,Jefferson,44926.0,293,41.2,PA,13.0,9.6,14.3,7.3,100.0,0.0,0.0,0.0,0.0,2.9,71.5,9.8
15715,15715,2022,Big Run,Jefferson,49375.0,536,40.1,PA,24.3,7.8,9.5,3.2,97.0,0.0,0.7,0.0,2.3,6.3,71.5,14.9
15721,15721,2022,Burnside,Clearfield,47500.0,163,50.6,PA,23.9,0.0,55.6,23.6,99.4,0.0,0.0,0.0,0.6,27.3,87.5,25.0
15724,15724,2022,Cherry Tree,Clearfield,64391.0,2262,52.1,PA,6.8,3.0,5.3,5.7,97.0,0.0,2.2,0.0,0.8,7.7,87.3,12.0
15730,15730,2022,Coolspring,Jefferson,61518.0,116,49.4,PA,8.6,14.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,85.2,0.0
15733,15733,2022,De Lancey,Jefferson,,119,18.9,PA,47.1,0.0,,47.4,100.0,0.0,0.0,0.0,0.0,0.0,100.0,86.8
15742,15742,2022,Glen Campbell,Clearfield,54375.0,1040,40.5,PA,7.0,9.6,3.2,8.7,98.9,0.0,0.3,0.1,0.7,1.9,83.1,12.8
15744,15744,2022,Hamilton,Jefferson,104583.0,53,33.4,PA,0.0,24.4,0.0,0.0,96.2,0.0,3.8,0.0,-0.0,0.0,76.5,0.0
15753,15753,2022,La Jose,Clearfield,47500.0,455,44.8,PA,17.1,5.5,15.6,3.4,98.9,0.0,0.0,0.0,1.1,6.8,82.0,27.0
15757,15757,2022,Mahaffey,Clearfield,46544.0,1310,53.3,PA,16.9,5.3,2.4,2.9,97.3,0.0,2.1,0.0,0.6,3.9,85.7,21.1
15763,15763,2022,Northpoint,Jefferson,115156.0,17,68.3,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,46.7,0.0
15764,15764,2022,Oliveburg,Jefferson,46875.0,156,46.6,PA,13.5,7.1,57.1,0.0,96.8,0.0,0.0,0.0,3.2,0.0,87.7,5.3
15767,15767,2022,Punxsutawney,Clearfield,49885.0,14156,43.8,PA,16.8,12.9,23.0,10.8,96.9,0.2,0.5,0.6,1.8,5.2,73.1,15.5
15770,15770,2022,Ringgold,Jefferson,45000.0,180,60.0,PA,20.0,5.0,10.0,1.2,94.4,0.0,5.6,0.0,-0.0,0.0,87.5,6.2
15772,15772,2022,Rossiter,Jefferson,45000.0,1656,41.9,PA,17.4,5.8,11.7,13.6,98.4,0.0,0.0,0.0,1.6,6.5,76.1,20.4
15776,15776,2022,Sprankle Mills,Jefferson,,34,65.7,PA,8.8,13.3,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,87.0,13.0
