geoid,county,year,NAME,total_households,hh_bottom,hh_middle,hh_top,share_bottom,share_middle,share_top,under_10k,10k_15k,15k_20k,20k_25k,25k_30k,30k_35k,35k_40k,40k_45k,45k_50k,50k_60k,60k_75k,75k_100k,100k_125k,125k_150k,150k_200k,200k_plus,share_under_10k,share_10k_15k,share_15k_20k,share_20k_25k,share_25k_30k,share_30k_35k,share_35k_40k,share_40k_45k,share_45k_50k,share_50k_60k,share_60k_75k,share_75k_100k,share_100k_125k,share_125k_150k,share_150k_200k,share_200k_plus
42049003000,Erie,2019,"Census Tract 30, Erie County, Pennsylvania",1921,799,653,469,41.59,33.99,24.41,203,83,167,99,158,89,184,43,126,130,170,243,104,72,33,17,10.57,4.32,8.69,5.15,8.22,4.63,9.58,2.24,6.56,6.77,8.85,12.65,5.41,3.75,1.72,0.88
42049003000,Erie,2020,"Census Tract 30, Erie County, Pennsylvania",1835,681,776,378,37.11,42.29,20.6,159,85,130,98,141,68,199,53,94,134,296,206,83,23,21,45,8.66,4.63,7.08,5.34,7.68,3.71,10.84,2.89,5.12,7.3,16.13,11.23,4.52,1.25,1.14,2.45
42049003000,Erie,2021,"Census Tract 30, Erie County, Pennsylvania",1790,643,674,473,35.92,37.65,26.42,111,79,88,137,143,85,107,117,82,89,279,219,123,47,18,66,6.2,4.41,4.92,7.65,7.99,4.75,5.98,6.54,4.58,4.97,15.59,12.23,6.87,2.63,1.01,3.69
42049003000,Erie,2022,Census Tract 30; Erie County; Pennsylvania,1775,547,648,580,30.82,36.51,32.68,82,81,57,104,126,97,102,98,60,138,250,200,193,68,39,80,4.62,4.56,3.21,5.86,7.1,5.46,5.75,5.52,3.38,7.77,14.08,11.27,10.87,3.83,2.2,4.51
42049003000,Erie,2023,Census Tract 30; Erie County; Pennsylvania,1817,669,590,558,36.82,32.47,30.71,122,127,76,87,101,156,43,77,79,106,285,226,145,74,48,65,6.71,6.99,4.18,4.79,5.56,8.59,2.37,4.24,4.35,5.83,15.69,12.44,7.98,4.07,2.64,3.58
42049010101,Erie,2019,"Census Tract 101.01, Erie County, Pennsylvania",1353,385,424,544,28.46,31.34,40.21,76,30,99,55,55,70,81,89,39,118,97,244,122,76,60,42,5.62,2.22,7.32,4.07,4.07,5.17,5.99,6.58,2.88,8.72,7.17,18.03,9.02,5.62,4.43,3.1
42049010101,Erie,2020,"Census Tract 101.01, Erie County, Pennsylvania",1316,283,424,609,21.5,32.22,46.28,85,15,91,33,27,32,52,97,43,110,122,283,150,79,48,49,6.46,1.14,6.91,2.51,2.05,2.43,3.95,7.37,3.27,8.36,9.27,21.5,11.4,6.0,3.65,3.72
42049010101,Erie,2021,"Census Tract 101.01, Erie County, Pennsylvania",1237,267,440,530,21.58,35.57,42.85,92,0,68,58,39,10,69,9,32,114,216,233,123,95,40,39,7.44,0.0,5.5,4.69,3.15,0.81,5.58,0.73,2.59,9.22,17.46,18.84,9.94,7.68,3.23,3.15
42049010101,Erie,2022,Census Tract 101.01; Erie County; Pennsylvania,1225,206,388,631,16.82,31.67,51.51,117,10,17,22,28,12,41,73,8,84,182,311,147,92,63,18,9.55,0.82,1.39,1.8,2.29,0.98,3.35,5.96,0.65,6.86,14.86,25.39,12.0,7.51,5.14,1.47
42049010101,Erie,2023,Census Tract 101.01; Erie County; Pennsylvania,1216,145,361,710,11.92,29.69,58.39,69,17,10,29,20,0,36,56,44,54,171,283,226,90,72,39,5.67,1.4,0.82,2.38,1.64,0.0,2.96,4.61,3.62,4.44,14.06,23.27,18.59,7.4,5.92,3.21
42049010103,Erie,2019,"Census Tract 101.03, Erie County, Pennsylvania",709,216,243,250,30.47,34.27,35.26,41,27,51,30,41,26,34,34,43,49,83,90,63,44,22,31,5.78,3.81,7.19,4.23,5.78,3.67,4.8,4.8,6.06,6.91,11.71,12.69,8.89,6.21,3.1,4.37
42049010103,Erie,2020,"Census Tract 101.03, Erie County, Pennsylvania",736,195,304,237,26.49,41.3,32.2,25,46,55,22,36,11,43,23,40,55,143,79,43,55,25,35,3.4,6.25,7.47,2.99,4.89,1.49,5.84,3.12,5.43,7.47,19.43,10.73,5.84,7.47,3.4,4.76
42049010103,Erie,2021,"Census Tract 101.03, Erie County, Pennsylvania",741,167,216,358,22.54,29.15,48.31,13,42,25,15,44,28,13,24,35,67,77,191,37,60,33,37,1.75,5.67,3.37,2.02,5.94,3.78,1.75,3.24,4.72,9.04,10.39,25.78,4.99,8.1,4.45,4.99
42049010103,Erie,2022,Census Tract 101.03; Erie County; Pennsylvania,739,164,192,383,22.19,25.98,51.83,36,30,10,24,31,33,17,19,28,85,43,209,37,28,57,52,4.87,4.06,1.35,3.25,4.19,4.47,2.3,2.57,3.79,11.5,5.82,28.28,5.01,3.79,7.71,7.04
42049010103,Erie,2023,Census Tract 101.03; Erie County; Pennsylvania,755,164,225,366,21.72,29.8,48.48,44,23,16,29,16,36,18,20,27,51,109,186,53,28,59,40,5.83,3.05,2.12,3.84,2.12,4.77,2.38,2.65,3.58,6.75,14.44,24.64,7.02,3.71,7.81,5.3
42049010104,Erie,2019,"Census Tract 101.04, Erie County, Pennsylvania",888,202,296,390,22.75,33.33,43.92,45,21,31,30,31,44,44,58,32,42,120,152,106,54,57,21,5.07,2.36,3.49,3.38,3.49,4.95,4.95,6.53,3.6,4.73,13.51,17.12,11.94,6.08,6.42,2.36
42049010104,Erie,2020,"Census Tract 101.04, Erie County, Pennsylvania",905,190,316,399,20.99,34.92,44.09,43,20,26,18,44,39,41,55,48,58,114,123,128,43,49,56,4.75,2.21,2.87,1.99,4.86,4.31,4.53,6.08,5.3,6.41,12.6,13.59,14.14,4.75,5.41,6.19
42049010104,Erie,2021,"Census Tract 101.04, Erie County, Pennsylvania",877,162,286,429,18.47,32.61,48.92,29,12,25,33,37,26,24,55,47,70,90,148,124,57,35,65,3.31,1.37,2.85,3.76,4.22,2.96,2.74,6.27,5.36,7.98,10.26,16.88,14.14,6.5,3.99,7.41
42049010104,Erie,2022,Census Tract 101.04; Erie County; Pennsylvania,886,148,286,452,16.7,32.28,51.02,24,13,30,19,24,38,28,35,34,107,82,137,108,88,35,84,2.71,1.47,3.39,2.14,2.71,4.29,3.16,3.95,3.84,12.08,9.26,15.46,12.19,9.93,3.95,9.48
42049010104,Erie,2023,Census Tract 101.04; Erie County; Pennsylvania,870,150,249,471,17.24,28.62,54.14,34,6,21,23,18,48,16,39,39,67,88,133,107,99,41,91,3.91,0.69,2.41,2.64,2.07,5.52,1.84,4.48,4.48,7.7,10.11,15.29,12.3,11.38,4.71,10.46
42049010107,Erie,2019,"Census Tract 101.07, Erie County, Pennsylvania",681,320,211,150,46.99,30.98,22.03,69,37,57,52,32,73,36,10,21,85,59,89,34,14,13,0,10.13,5.43,8.37,7.64,4.7,10.72,5.29,1.47,3.08,12.48,8.66,13.07,4.99,2.06,1.91,0.0
42049010107,Erie,2020,"Census Tract 101.07, Erie County, Pennsylvania",609,249,216,144,40.89,35.47,23.65,61,26,51,38,26,47,52,11,20,74,59,67,55,12,10,0,10.02,4.27,8.37,6.24,4.27,7.72,8.54,1.81,3.28,12.15,9.69,11.0,9.03,1.97,1.64,0.0
42049010107,Erie,2021,"Census Tract 101.07, Erie County, Pennsylvania",572,201,185,186,35.14,32.34,32.52,46,40,38,26,27,24,69,10,10,50,46,77,73,19,13,4,8.04,6.99,6.64,4.55,4.72,4.2,12.06,1.75,1.75,8.74,8.04,13.46,12.76,3.32,2.27,0.7
42049010107,Erie,2022,Census Tract 101.07; Erie County; Pennsylvania,583,202,177,204,34.65,30.36,34.99,35,58,25,46,19,19,35,44,10,40,48,55,43,93,4,9,6.0,9.95,4.29,7.89,3.26,3.26,6.0,7.55,1.72,6.86,8.23,9.43,7.38,15.95,0.69,1.54
42049010107,Erie,2023,Census Tract 101.07; Erie County; Pennsylvania,591,210,176,205,35.53,29.78,34.69,39,68,31,40,22,10,15,44,17,29,71,54,40,89,13,9,6.6,11.51,5.25,6.77,3.72,1.69,2.54,7.45,2.88,4.91,12.01,9.14,6.77,15.06,2.2,1.52
42049010108,Erie,2020,"Census Tract 101.08, Erie County, Pennsylvania",2,0,0,2,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
42049010201,Erie,2019,"Census Tract 102.01, Erie County, Pennsylvania",2279,677,940,662,29.71,41.25,29.05,72,100,134,149,73,149,167,159,84,232,298,300,172,88,50,52,3.16,4.39,5.88,6.54,3.2,6.54,7.33,6.98,3.69,10.18,13.08,13.16,7.55,3.86,2.19,2.28
42049010201,Erie,2020,"Census Tract 102.01, Erie County, Pennsylvania",2388,682,788,918,28.56,33.0,38.44,49,113,110,206,75,129,93,121,83,202,289,314,187,181,187,49,2.05,4.73,4.61,8.63,3.14,5.4,3.89,5.07,3.48,8.46,12.1,13.15,7.83,7.58,7.83,2.05
42049010201,Erie,2021,"Census Tract 102.01, Erie County, Pennsylvania",2442,625,803,1014,25.59,32.88,41.52,30,119,58,161,170,87,133,44,165,139,322,348,187,227,213,39,1.23,4.87,2.38,6.59,6.96,3.56,5.45,1.8,6.76,5.69,13.19,14.25,7.66,9.3,8.72,1.6
42049010201,Erie,2022,Census Tract 102.01; Erie County; Pennsylvania,2496,523,800,1173,20.95,32.05,47.0,32,89,23,112,216,51,164,76,114,172,274,340,322,130,301,80,1.28,3.57,0.92,4.49,8.65,2.04,6.57,3.04,4.57,6.89,10.98,13.62,12.9,5.21,12.06,3.21
42049010201,Erie,2023,Census Tract 102.01; Erie County; Pennsylvania,2601,572,731,1298,21.99,28.1,49.9,59,77,39,84,226,87,95,129,54,212,241,460,323,139,127,249,2.27,2.96,1.5,3.23,8.69,3.34,3.65,4.96,2.08,8.15,9.27,17.69,12.42,5.34,4.88,9.57
42049010202,Erie,2019,"Census Tract 102.02, Erie County, Pennsylvania",2228,791,733,704,35.5,32.9,31.6,142,93,49,166,125,216,145,48,143,147,250,313,189,91,70,41,6.37,4.17,2.2,7.45,5.61,9.69,6.51,2.15,6.42,6.6,11.22,14.05,8.48,4.08,3.14,1.84
42049010202,Erie,2020,"Census Tract 102.02, Erie County, Pennsylvania",2368,626,879,863,26.44,37.12,36.44,69,39,40,167,190,121,168,103,137,186,285,293,156,266,86,62,2.91,1.65,1.69,7.05,8.02,5.11,7.09,4.35,5.79,7.85,12.04,12.37,6.59,11.23,3.63,2.62
42049010202,Erie,2021,"Census Tract 102.02, Erie County, Pennsylvania",2329,604,730,995,25.93,31.34,42.72,108,84,39,140,187,46,126,104,67,215,218,500,102,265,76,52,4.64,3.61,1.67,6.01,8.03,1.98,5.41,4.47,2.88,9.23,9.36,21.47,4.38,11.38,3.26,2.23
42049010202,Erie,2022,Census Tract 102.02; Erie County; Pennsylvania,2367,538,678,1151,22.73,28.64,48.63,73,67,71,96,115,116,55,109,126,195,193,442,248,132,220,109,3.08,2.83,3.0,4.06,4.86,4.9,2.32,4.6,5.32,8.24,8.15,18.67,10.48,5.58,9.29,4.6
42049010202,Erie,2023,Census Tract 102.02; Erie County; Pennsylvania,2411,538,661,1212,22.31,27.42,50.27,68,49,111,33,120,157,45,80,46,197,293,371,218,223,277,123,2.82,2.03,4.6,1.37,4.98,6.51,1.87,3.32,1.91,8.17,12.15,15.39,9.04,9.25,11.49,5.1
42049010301,Erie,2019,"Census Tract 103.01, Erie County, Pennsylvania",1887,450,495,942,23.85,26.23,49.92,43,62,84,81,98,82,43,82,55,133,182,464,221,112,100,45,2.28,3.29,4.45,4.29,5.19,4.35,2.28,4.35,2.91,7.05,9.64,24.59,11.71,5.94,5.3,2.38
42049010301,Erie,2020,"Census Tract 103.01, Erie County, Pennsylvania",1866,462,508,896,24.76,27.22,48.02,55,68,73,74,85,107,43,123,47,122,173,364,274,133,84,41,2.95,3.64,3.91,3.97,4.56,5.73,2.3,6.59,2.52,6.54,9.27,19.51,14.68,7.13,4.5,2.2
42049010301,Erie,2021,"Census Tract 103.01, Erie County, Pennsylvania",1972,421,507,1044,21.35,25.71,52.94,61,71,36,61,107,85,68,104,72,91,172,394,313,149,137,51,3.09,3.6,1.83,3.09,5.43,4.31,3.45,5.27,3.65,4.61,8.72,19.98,15.87,7.56,6.95,2.59
42049010301,Erie,2022,Census Tract 103.01; Erie County; Pennsylvania,1953,413,424,1116,21.15,21.71,57.14,47,86,50,50,94,86,105,16,99,39,165,308,392,135,209,72,2.41,4.4,2.56,2.56,4.81,4.4,5.38,0.82,5.07,2.0,8.45,15.77,20.07,6.91,10.7,3.69
42049010301,Erie,2023,Census Tract 103.01; Erie County; Pennsylvania,1979,284,529,1166,14.35,26.73,58.92,20,58,62,51,18,75,155,27,42,131,174,268,364,165,230,139,1.01,2.93,3.13,2.58,0.91,3.79,7.83,1.36,2.12,6.62,8.79,13.54,18.39,8.34,11.62,7.02
42049010303,Erie,2019,"Census Tract 103.03, Erie County, Pennsylvania",2033,403,414,1216,19.82,20.36,59.81,36,57,145,86,33,46,31,14,131,100,138,364,408,95,150,199,1.77,2.8,7.13,4.23,1.62,2.26,1.52,0.69,6.44,4.92,6.79,17.9,20.07,4.67,7.38,9.79
42049010303,Erie,2020,"Census Tract 103.03, Erie County, Pennsylvania",1826,372,343,1111,20.37,18.78,60.84,9,41,135,97,33,57,31,23,79,95,115,281,322,153,163,192,0.49,2.25,7.39,5.31,1.81,3.12,1.7,1.26,4.33,5.2,6.3,15.39,17.63,8.38,8.93,10.51
42049010303,Erie,2021,"Census Tract 103.03, Erie County, Pennsylvania",2051,392,413,1246,19.11,20.14,60.75,58,0,196,129,9,0,47,52,60,136,118,311,323,174,174,264,2.83,0.0,9.56,6.29,0.44,0.0,2.29,2.54,2.93,6.63,5.75,15.16,15.75,8.48,8.48,12.87
42049010303,Erie,2022,Census Tract 103.03; Erie County; Pennsylvania,2091,353,405,1333,16.88,19.37,63.75,63,20,128,69,73,0,42,25,74,102,162,346,281,133,179,394,3.01,0.96,6.12,3.3,3.49,0.0,2.01,1.2,3.54,4.88,7.75,16.55,13.44,6.36,8.56,18.84
42049010303,Erie,2023,Census Tract 103.03; Erie County; Pennsylvania,2205,435,393,1377,19.73,17.82,62.45,121,34,73,89,94,24,58,0,45,77,213,370,190,242,86,489,5.49,1.54,3.31,4.04,4.26,1.09,2.63,0.0,2.04,3.49,9.66,16.78,8.62,10.98,3.9,22.18
42049010304,Erie,2019,"Census Tract 103.04, Erie County, Pennsylvania",1630,249,347,1034,15.28,21.29,63.44,64,36,29,41,44,35,68,25,52,128,74,216,279,89,149,301,3.93,2.21,1.78,2.52,2.7,2.15,4.17,1.53,3.19,7.85,4.54,13.25,17.12,5.46,9.14,18.47
42049010304,Erie,2020,"Census Tract 103.04, Erie County, Pennsylvania",1695,161,489,1045,9.5,28.85,61.65,29,9,20,9,66,28,58,21,114,110,186,228,229,137,215,236,1.71,0.53,1.18,0.53,3.89,1.65,3.42,1.24,6.73,6.49,10.97,13.45,13.51,8.08,12.68,13.92
42049010304,Erie,2021,"Census Tract 103.04, Erie County, Pennsylvania",1803,203,445,1155,11.26,24.68,64.06,34,55,19,9,64,22,34,0,105,108,198,222,232,183,254,264,1.89,3.05,1.05,0.5,3.55,1.22,1.89,0.0,5.82,5.99,10.98,12.31,12.87,10.15,14.09,14.64
42049010304,Erie,2022,Census Tract 103.04; Erie County; Pennsylvania,1844,223,398,1223,12.09,21.58,66.32,77,53,8,9,16,60,14,14,32,142,196,242,223,103,253,402,4.18,2.87,0.43,0.49,0.87,3.25,0.76,0.76,1.74,7.7,10.63,13.12,12.09,5.59,13.72,21.8
42049010304,Erie,2023,Census Tract 103.04; Erie County; Pennsylvania,1819,182,357,1280,10.01,19.63,70.37,80,40,0,16,8,38,8,19,0,147,183,216,220,133,292,419,4.4,2.2,0.0,0.88,0.44,2.09,0.44,1.04,0.0,8.08,10.06,11.87,12.09,7.31,16.05,23.03
42049010400,Erie,2019,"Census Tract 104, Erie County, Pennsylvania",2045,562,587,896,27.48,28.7,43.81,100,119,35,112,85,111,51,145,21,132,238,261,180,221,111,123,4.89,5.82,1.71,5.48,4.16,5.43,2.49,7.09,1.03,6.45,11.64,12.76,8.8,10.81,5.43,6.01
42049010400,Erie,2020,"Census Tract 104, Erie County, Pennsylvania",2147,589,663,895,27.43,30.88,41.69,79,101,63,178,119,49,74,134,76,127,252,209,151,244,140,151,3.68,4.7,2.93,8.29,5.54,2.28,3.45,6.24,3.54,5.92,11.74,9.73,7.03,11.36,6.52,7.03
42049010400,Erie,2021,"Census Tract 104, Erie County, Pennsylvania",2154,512,537,1105,23.77,24.93,51.3,86,47,63,75,241,0,52,176,62,148,99,291,171,262,148,233,3.99,2.18,2.92,3.48,11.19,0.0,2.41,8.17,2.88,6.87,4.6,13.51,7.94,12.16,6.87,10.82
42049010400,Erie,2022,Census Tract 104; Erie County; Pennsylvania,2056,480,463,1113,23.35,22.52,54.13,48,48,37,106,205,36,15,65,126,136,121,305,201,249,82,276,2.33,2.33,1.8,5.16,9.97,1.75,0.73,3.16,6.13,6.61,5.89,14.83,9.78,12.11,3.99,13.42
42049010400,Erie,2023,Census Tract 104; Erie County; Pennsylvania,1960,566,376,1018,28.88,19.18,51.94,16,50,65,92,284,59,26,14,114,88,134,270,187,178,167,216,0.82,2.55,3.32,4.69,14.49,3.01,1.33,0.71,5.82,4.49,6.84,13.78,9.54,9.08,8.52,11.02
42049010500,Erie,2019,"Census Tract 105, Erie County, Pennsylvania",1851,552,746,553,29.82,40.3,29.88,103,64,140,34,152,59,71,106,144,171,254,177,102,175,70,29,5.56,3.46,7.56,1.84,8.21,3.19,3.84,5.73,7.78,9.24,13.72,9.56,5.51,9.45,3.78,1.57
42049010500,Erie,2020,"Census Tract 105, Erie County, Pennsylvania",1944,552,840,552,28.4,43.21,28.4,70,184,86,36,121,55,149,59,89,226,317,180,108,59,160,45,3.6,9.47,4.42,1.85,6.22,2.83,7.66,3.03,4.58,11.63,16.31,9.26,5.56,3.03,8.23,2.31
42049010500,Erie,2021,"Census Tract 105, Erie County, Pennsylvania",2103,555,809,739,26.39,38.47,35.14,88,160,147,67,26,67,137,109,27,271,265,242,133,122,175,67,4.18,7.61,6.99,3.19,1.24,3.19,6.51,5.18,1.28,12.89,12.6,11.51,6.32,5.8,8.32,3.19
42049010500,Erie,2022,Census Tract 105; Erie County; Pennsylvania,2168,590,771,807,27.21,35.56,37.22,96,123,160,65,86,60,43,133,52,126,417,214,63,176,156,198,4.43,5.67,7.38,3.0,3.97,2.77,1.98,6.13,2.4,5.81,19.23,9.87,2.91,8.12,7.2,9.13
42049010500,Erie,2023,Census Tract 105; Erie County; Pennsylvania,2080,650,525,905,31.25,25.24,43.51,84,112,260,28,106,60,35,123,78,63,226,338,67,92,196,212,4.04,5.38,12.5,1.35,5.1,2.88,1.68,5.91,3.75,3.03,10.87,16.25,3.22,4.42,9.42,10.19
42049010700,Erie,2019,"Census Tract 107, Erie County, Pennsylvania",1733,501,772,460,28.91,44.55,26.54,149,34,34,90,67,127,55,109,108,242,258,237,109,58,56,0,8.6,1.96,1.96,5.19,3.87,7.33,3.17,6.29,6.23,13.96,14.89,13.68,6.29,3.35,3.23,0.0
42049010700,Erie,2020,"Census Tract 107, Erie County, Pennsylvania",1711,382,710,619,22.33,41.5,36.18,95,24,38,86,41,98,62,67,118,250,213,286,158,135,40,0,5.55,1.4,2.22,5.03,2.4,5.73,3.62,3.92,6.9,14.61,12.45,16.72,9.23,7.89,2.34,0.0
42049010700,Erie,2021,"Census Tract 107, Erie County, Pennsylvania",1740,349,648,743,20.06,37.24,42.7,63,48,20,79,35,104,56,87,63,250,192,300,231,92,120,0,3.62,2.76,1.15,4.54,2.01,5.98,3.22,5.0,3.62,14.37,11.03,17.24,13.28,5.29,6.9,0.0
42049010700,Erie,2022,Census Tract 107; Erie County; Pennsylvania,1788,391,535,862,21.87,29.92,48.21,85,62,63,43,42,96,55,73,66,128,213,363,227,55,198,19,4.75,3.47,3.52,2.4,2.35,5.37,3.08,4.08,3.69,7.16,11.91,20.3,12.7,3.08,11.07,1.06
42049010700,Erie,2023,Census Tract 107; Erie County; Pennsylvania,1761,341,519,901,19.36,29.47,51.16,72,84,66,29,44,46,58,49,59,97,256,281,226,109,266,19,4.09,4.77,3.75,1.65,2.5,2.61,3.29,2.78,3.35,5.51,14.54,15.96,12.83,6.19,15.11,1.08
42049010800,Erie,2019,"Census Tract 108, Erie County, Pennsylvania",1435,389,624,422,27.11,43.48,29.41,32,29,30,89,137,72,73,90,57,71,333,205,117,54,46,0,2.23,2.02,2.09,6.2,9.55,5.02,5.09,6.27,3.97,4.95,23.21,14.29,8.15,3.76,3.21,0.0
42049010800,Erie,2020,"Census Tract 108, Erie County, Pennsylvania",1280,376,565,339,29.38,44.14,26.48,34,30,70,34,186,22,52,68,39,91,315,198,50,34,23,34,2.66,2.34,5.47,2.66,14.53,1.72,4.06,5.31,3.05,7.11,24.61,15.47,3.91,2.66,1.8,2.66
42049010800,Erie,2021,"Census Tract 108, Erie County, Pennsylvania",1350,351,513,486,26.0,38.0,36.0,39,35,49,39,112,77,70,52,61,49,281,224,100,77,56,29,2.89,2.59,3.63,2.89,8.3,5.7,5.19,3.85,4.52,3.63,20.81,16.59,7.41,5.7,4.15,2.15
42049010800,Erie,2022,Census Tract 108; Erie County; Pennsylvania,1331,281,429,621,21.11,32.23,46.66,11,44,40,69,74,43,72,30,47,101,179,280,135,104,64,38,0.83,3.31,3.01,5.18,5.56,3.23,5.41,2.25,3.53,7.59,13.45,21.04,10.14,7.81,4.81,2.85
42049010800,Erie,2023,Census Tract 108; Erie County; Pennsylvania,1329,215,474,640,16.18,35.67,48.16,12,7,46,48,76,26,65,62,39,154,154,242,143,75,134,46,0.9,0.53,3.46,3.61,5.72,1.96,4.89,4.67,2.93,11.59,11.59,18.21,10.76,5.64,10.08,3.46
42049010902,Erie,2019,"Census Tract 109.02, Erie County, Pennsylvania",1831,529,540,762,28.89,29.49,41.62,107,102,131,50,84,55,71,68,52,127,222,257,114,103,177,111,5.84,5.57,7.15,2.73,4.59,3.0,3.88,3.71,2.84,6.94,12.12,14.04,6.23,5.63,9.67,6.06
42049010902,Erie,2020,"Census Tract 109.02, Erie County, Pennsylvania",1707,488,548,671,28.59,32.1,39.31,119,89,95,73,47,65,71,58,25,146,248,230,106,74,171,90,6.97,5.21,5.57,4.28,2.75,3.81,4.16,3.4,1.46,8.55,14.53,13.47,6.21,4.34,10.02,5.27
42049010902,Erie,2021,"Census Tract 109.02, Erie County, Pennsylvania",1743,517,478,748,29.66,27.42,42.91,135,85,118,74,42,63,72,56,42,81,227,225,94,95,193,141,7.75,4.88,6.77,4.25,2.41,3.61,4.13,3.21,2.41,4.65,13.02,12.91,5.39,5.45,11.07,8.09
42049010902,Erie,2022,Census Tract 109.02; Erie County; Pennsylvania,1699,521,381,797,30.67,22.42,46.91,82,129,104,104,52,50,75,61,68,36,141,222,144,89,186,156,4.83,7.59,6.12,6.12,3.06,2.94,4.41,3.59,4.0,2.12,8.3,13.07,8.48,5.24,10.95,9.18
42049010902,Erie,2023,Census Tract 109.02; Erie County; Pennsylvania,1706,488,448,770,28.6,26.26,45.13,48,151,58,101,77,53,40,89,13,101,205,146,179,57,193,195,2.81,8.85,3.4,5.92,4.51,3.11,2.34,5.22,0.76,5.92,12.02,8.56,10.49,3.34,11.31,11.43
42049010903,Erie,2019,"Census Tract 109.03, Erie County, Pennsylvania",2745,655,760,1330,23.86,27.69,48.45,110,108,84,59,109,185,82,77,108,290,203,475,375,121,189,170,4.01,3.93,3.06,2.15,3.97,6.74,2.99,2.81,3.93,10.56,7.4,17.3,13.66,4.41,6.89,6.19
42049010903,Erie,2020,"Census Tract 109.03, Erie County, Pennsylvania",2822,721,678,1423,25.55,24.03,50.43,93,130,100,119,178,101,67,37,58,274,242,527,396,138,181,181,3.3,4.61,3.54,4.22,6.31,3.58,2.37,1.31,2.06,9.71,8.58,18.67,14.03,4.89,6.41,6.41
42049010903,Erie,2021,"Census Tract 109.03, Erie County, Pennsylvania",2829,671,545,1613,23.72,19.26,57.02,105,133,120,43,128,142,73,43,43,167,219,463,512,250,139,249,3.71,4.7,4.24,1.52,4.52,5.02,2.58,1.52,1.52,5.9,7.74,16.37,18.1,8.84,4.91,8.8
42049010903,Erie,2022,Census Tract 109.03; Erie County; Pennsylvania,2859,556,558,1745,19.45,19.52,61.04,102,60,153,61,95,85,141,101,34,99,183,490,382,350,218,305,3.57,2.1,5.35,2.13,3.32,2.97,4.93,3.53,1.19,3.46,6.4,17.14,13.36,12.24,7.63,10.67
42049010903,Erie,2023,Census Tract 109.03; Erie County; Pennsylvania,2928,454,774,1700,15.51,26.43,58.06,81,117,82,46,67,61,217,154,68,108,227,387,458,281,320,254,2.77,4.0,2.8,1.57,2.29,2.08,7.41,5.26,2.32,3.69,7.75,13.22,15.64,9.6,10.93,8.67
42049010904,Erie,2019,"Census Tract 109.04, Erie County, Pennsylvania",1825,92,325,1408,5.04,17.81,77.15,17,8,17,8,20,22,22,38,55,57,153,158,362,250,228,410,0.93,0.44,0.93,0.44,1.1,1.21,1.21,2.08,3.01,3.12,8.38,8.66,19.84,13.7,12.49,22.47
42049010904,Erie,2020,"Census Tract 109.04, Erie County, Pennsylvania",1950,103,284,1563,5.28,14.56,80.15,34,7,16,14,22,10,23,41,32,64,124,223,280,245,302,513,1.74,0.36,0.82,0.72,1.13,0.51,1.18,2.1,1.64,3.28,6.36,11.44,14.36,12.56,15.49,26.31
42049010904,Erie,2021,"Census Tract 109.04, Erie County, Pennsylvania",1943,90,204,1649,4.63,10.5,84.87,34,6,6,14,20,10,19,19,24,64,78,250,256,234,357,552,1.75,0.31,0.31,0.72,1.03,0.51,0.98,0.98,1.24,3.29,4.01,12.87,13.18,12.04,18.37,28.41
42049010904,Erie,2022,Census Tract 109.04; Erie County; Pennsylvania,1868,67,214,1587,3.59,11.46,84.96,35,6,0,0,7,19,23,10,20,69,92,225,206,211,372,573,1.87,0.32,0.0,0.0,0.37,1.02,1.23,0.54,1.07,3.69,4.93,12.04,11.03,11.3,19.91,30.67
42049010904,Erie,2023,Census Tract 109.04; Erie County; Pennsylvania,1868,66,245,1557,3.53,13.12,83.35,38,0,0,0,8,20,9,44,63,32,97,186,245,142,434,550,2.03,0.0,0.0,0.0,0.43,1.07,0.48,2.36,3.37,1.71,5.19,9.96,13.12,7.6,23.23,29.44
42049011001,Erie,2019,"Census Tract 110.01, Erie County, Pennsylvania",2807,666,998,1143,23.73,35.55,40.72,224,26,59,95,72,190,198,228,118,210,244,209,333,326,104,171,7.98,0.93,2.1,3.38,2.57,6.77,7.05,8.12,4.2,7.48,8.69,7.45,11.86,11.61,3.71,6.09
42049011001,Erie,2020,"Census Tract 110.01, Erie County, Pennsylvania",2826,680,985,1161,24.06,34.85,41.08,185,17,54,189,41,194,166,169,306,121,223,210,347,300,134,170,6.55,0.6,1.91,6.69,1.45,6.86,5.87,5.98,10.83,4.28,7.89,7.43,12.28,10.62,4.74,6.02
42049011001,Erie,2021,"Census Tract 110.01, Erie County, Pennsylvania",2861,672,949,1240,23.49,33.17,43.34,131,51,38,177,82,193,191,87,104,334,233,287,245,336,122,250,4.58,1.78,1.33,6.19,2.87,6.75,6.68,3.04,3.64,11.67,8.14,10.03,8.56,11.74,4.26,8.74
42049011001,Erie,2022,Census Tract 110.01; Erie County; Pennsylvania,2902,553,1091,1258,19.06,37.59,43.35,65,82,0,59,200,147,187,227,133,351,193,291,291,274,176,226,2.24,2.83,0.0,2.03,6.89,5.07,6.44,7.82,4.58,12.1,6.65,10.03,10.03,9.44,6.06,7.79
